,Biomass,Energy storage,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2020-05-28 14:00:00+00:00,35.88,,19.66,24.68,17.32,15.15,17.29,128.7,0.0
2020-05-28 15:00:00+00:00,35.81,,19.83,24.68,17.12,12.83,17.53,123.07,0.0
2020-05-28 16:00:00+00:00,35.41,,19.86,25.3,16.53,7.84,17.89,150.01,0.0
2020-05-28 17:00:00+00:00,35.28,,19.95,25.17,16.6,5.74,17.94,158.88,0.0
2020-05-28 18:00:00+00:00,35.43,,20.22,24.75,16.76,1.91,17.98,188.65,0.0
2020-05-28 19:00:00+00:00,35.28,,20.38,25.37,16.95,0.0,18.13,234.5,0.0
2020-05-28 20:00:00+00:00,33.24,,20.37,24.49,17.14,0.0,18.27,232.56,0.0
2020-05-28 21:00:00+00:00,35.71,,20.36,24.43,16.95,0.0,17.8,220.93,0.0
2020-05-28 22:00:00+00:00,35.26,,20.37,25.21,16.8,0.0,17.27,186.94,0.0
2020-05-28 23:00:00+00:00,35.32,,20.36,24.34,16.8,0.0,17.46,201.55,0.0
2020-05-29 00:00:00+00:00,35.28,,20.37,24.32,16.79,0.0,17.78,216.44,0.0
2020-05-29 01:00:00+00:00,35.31,,20.36,24.32,16.8,0.0,17.91,262.96,0.0
2020-05-29 02:00:00+00:00,35.45,,24.7,24.32,16.92,1.0,18.13,255.87,0.0
2020-05-29 03:00:00+00:00,35.34,,85.12,24.31,16.73,1.82,17.96,199.87,0.0
2020-05-29 04:00:00+00:00,35.23,,185.85,24.84,17.27,6.71,18.34,133.32,9.93
2020-05-29 05:00:00+00:00,35.21,,331.31,47.09,17.54,12.19,17.73,112.1,216.36
2020-05-29 06:00:00+00:00,34.91,,432.57,50.82,17.3,16.13,17.66,123.55,219.56
2020-05-29 07:00:00+00:00,33.14,,403.17,48.1,17.11,43.26,17.72,151.79,216.1
2020-05-29 08:00:00+00:00,35.2,,432.21,49.8,17.25,47.97,17.64,153.01,216.08
2020-05-29 09:00:00+00:00,34.94,,416.98,46.88,17.02,51.8,17.54,157.78,215.47
2020-05-29 10:00:00+00:00,34.53,,392.28,47.58,16.71,53.99,17.68,160.83,171.33
2020-05-29 11:00:00+00:00,34.95,,361.95,24.68,16.73,50.35,17.41,156.01,191.26
2020-05-29 12:00:00+00:00,35.29,,362.81,25.06,17.24,47.25,17.35,167.36,188.51
2020-05-29 13:00:00+00:00,35.29,,361.63,25.22,17.94,17.51,17.28,180.04,211.1
2020-05-29 14:00:00+00:00,35.14,,361.76,24.91,18.17,17.92,17.52,185.56,198.72
2020-05-29 15:00:00+00:00,34.91,,368.72,25.1,18.0,15.55,17.48,193.22,180.22
2020-05-29 16:00:00+00:00,34.95,,363.94,25.4,18.05,9.35,17.8,207.26,208.08
2020-05-29 17:00:00+00:00,35.11,,375.42,25.39,17.86,5.32,17.73,206.32,208.33
2020-05-29 18:00:00+00:00,35.14,,401.19,24.48,17.78,2.18,17.67,202.32,171.65
2020-05-29 19:00:00+00:00,35.1,,344.24,25.18,17.67,0.0,17.51,221.08,0.24
2020-05-29 20:00:00+00:00,33.41,,186.04,24.79,17.58,0.0,17.73,230.19,0.0
2020-05-29 21:00:00+00:00,35.72,,20.32,25.06,17.71,0.0,17.62,229.25,0.0
2020-05-29 22:00:00+00:00,35.28,,20.37,24.45,17.66,0.0,16.92,244.0,0.0
2020-05-29 23:00:00+00:00,35.42,,20.43,24.5,17.66,0.0,17.15,245.58,0.0
2020-05-30 00:00:00+00:00,35.32,,20.43,24.5,17.67,0.0,17.17,232.86,0.0
2020-05-30 01:00:00+00:00,35.41,,20.42,24.3,17.62,0.0,17.2,232.11,0.0
2020-05-30 02:00:00+00:00,35.5,,20.43,24.3,17.59,1.0,17.46,208.82,0.0
2020-05-30 03:00:00+00:00,35.46,,20.42,24.3,17.77,2.0,17.68,182.44,0.0
2020-05-30 04:00:00+00:00,35.44,,20.42,24.29,17.59,5.65,17.8,135.46,0.0
2020-05-30 05:00:00+00:00,35.66,,20.42,24.29,17.74,6.41,17.7,156.48,0.0
2020-05-30 06:00:00+00:00,35.38,,20.32,24.29,18.52,12.54,17.67,174.81,0.0
2020-05-30 07:00:00+00:00,33.38,,19.92,24.29,18.33,15.61,17.69,221.23,0.0
2020-05-30 08:00:00+00:00,35.46,,19.79,24.29,18.06,17.62,17.6,286.18,0.0
2020-05-30 09:00:00+00:00,35.61,,19.46,24.31,18.06,14.09,17.51,313.55,0.0
2020-05-30 10:00:00+00:00,35.92,,19.42,50.1,18.27,14.61,17.36,337.42,0.0
2020-05-30 11:00:00+00:00,35.85,,19.41,24.3,18.37,42.27,16.89,366.41,0.0
2020-05-30 12:00:00+00:00,35.71,,19.41,24.3,18.53,18.16,16.46,384.38,110.22
2020-05-30 13:00:00+00:00,27.54,,19.41,24.28,18.02,15.99,16.03,411.56,0.39
2020-05-30 14:00:00+00:00,27.41,,19.41,24.25,17.79,8.32,15.07,432.24,0.0
2020-05-30 15:00:00+00:00,33.16,,19.47,24.26,17.74,5.72,15.74,421.38,0.0
2020-05-30 16:00:00+00:00,35.47,,19.69,24.25,17.8,3.73,16.69,409.91,0.0
2020-05-30 17:00:00+00:00,35.38,,19.44,24.24,18.08,3.39,16.53,387.3,0.0
2020-05-30 18:00:00+00:00,35.66,,19.54,24.25,17.79,2.0,16.89,359.66,0.0
2020-05-30 19:00:00+00:00,35.57,,19.74,24.26,17.64,0.0,17.24,331.08,0.0
2020-05-30 20:00:00+00:00,33.81,,19.73,24.96,17.69,0.0,16.53,331.31,0.0
2020-05-30 21:00:00+00:00,35.86,,19.73,24.17,17.68,0.0,15.68,341.16,0.0
2020-05-30 22:00:00+00:00,35.61,,19.96,24.21,17.68,0.0,15.58,379.1,0.0
2020-05-30 23:00:00+00:00,35.42,,20.02,24.24,17.76,0.0,15.44,398.07,0.0
2020-05-31 00:00:00+00:00,35.44,,20.01,24.23,18.04,0.0,15.28,398.38,0.0
2020-05-31 01:00:00+00:00,35.63,,20.32,24.25,17.86,0.0,15.36,375.43,0.0
2020-05-31 02:00:00+00:00,35.61,,20.35,24.22,17.81,1.0,15.75,367.86,0.0
2020-05-31 03:00:00+00:00,35.54,,20.36,24.21,17.88,2.07,15.83,348.41,0.0
2020-05-31 04:00:00+00:00,35.69,,20.37,24.19,17.8,7.81,16.53,315.5,0.0
2020-05-31 05:00:00+00:00,35.97,,20.06,24.2,17.86,15.32,16.56,310.84,0.0
2020-05-31 06:00:00+00:00,35.35,,19.83,24.23,17.99,41.59,16.69,341.34,0.0
2020-05-31 07:00:00+00:00,34.34,,19.61,24.17,17.8,50.1,17.25,385.63,0.0
2020-05-31 08:00:00+00:00,36.13,,19.45,24.75,17.84,52.81,16.67,425.99,0.0
2020-05-31 09:00:00+00:00,35.96,,19.4,24.24,17.31,57.47,15.88,423.97,0.0
2020-05-31 10:00:00+00:00,35.91,,19.15,24.19,17.39,58.58,15.96,410.16,0.0
2020-05-31 11:00:00+00:00,36.0,,19.03,24.43,17.31,57.27,15.85,415.06,0.0
2020-05-31 12:00:00+00:00,36.18,,19.1,24.24,17.39,54.49,16.65,412.04,0.01
2020-05-31 13:00:00+00:00,36.24,,19.12,24.22,17.45,51.18,17.65,413.96,0.0
2020-05-31 14:00:00+00:00,36.2,,19.04,24.72,17.83,46.23,17.24,415.83,0.0
2020-05-31 15:00:00+00:00,36.24,,19.11,24.25,17.92,17.55,17.72,410.24,0.0
2020-05-31 16:00:00+00:00,36.13,,19.23,24.26,17.68,12.49,18.16,403.58,0.0
2020-05-31 17:00:00+00:00,36.43,,19.5,24.28,17.68,6.16,17.85,379.78,0.0
2020-05-31 18:00:00+00:00,36.23,,19.63,24.27,17.4,2.43,17.95,340.87,0.0
2020-05-31 19:00:00+00:00,35.83,,19.95,24.75,17.47,0.0,18.19,313.19,0.0
2020-05-31 20:00:00+00:00,34.26,,20.23,24.22,17.61,0.0,18.56,301.8,0.0
2020-05-31 21:00:00+00:00,38.17,,20.34,24.22,17.29,0.0,18.67,283.68,0.0
2020-05-31 22:00:00+00:00,40.16,,20.34,24.22,16.94,0.0,18.79,268.42,0.0
2020-05-31 23:00:00+00:00,41.95,,20.34,24.22,16.96,0.0,18.83,256.23,0.0
2020-06-01 00:00:00+00:00,42.23,,20.34,24.21,17.15,0.0,18.73,230.27,0.0
2020-06-01 01:00:00+00:00,42.25,,20.34,24.22,17.21,0.0,18.82,206.35,0.0
2020-06-01 02:00:00+00:00,42.49,,25.02,24.25,17.26,1.0,18.82,177.87,0.0
2020-06-01 03:00:00+00:00,42.27,,85.23,24.21,17.02,2.18,18.5,136.27,0.0
2020-06-01 04:00:00+00:00,42.19,,185.74,24.38,17.26,7.99,18.64,63.22,16.89
2020-06-01 05:00:00+00:00,42.11,,341.61,25.45,18.0,14.27,18.28,29.51,216.68
2020-06-01 06:00:00+00:00,41.18,,427.52,48.45,18.07,41.7,18.11,68.86,182.37
2020-06-01 07:00:00+00:00,39.54,,408.59,34.53,18.37,48.03,18.03,139.16,171.23
2020-06-01 08:00:00+00:00,41.75,,395.79,25.14,18.88,51.16,18.11,175.92,197.43
2020-06-01 09:00:00+00:00,42.0,,397.09,24.18,18.38,54.11,17.92,189.22,171.42
2020-06-01 10:00:00+00:00,41.84,,401.99,24.17,18.27,55.1,17.82,185.5,201.63
2020-06-01 11:00:00+00:00,41.67,,430.31,25.1,18.21,44.47,17.97,186.19,211.91
2020-06-01 12:00:00+00:00,41.93,,430.05,25.64,18.36,40.81,17.82,182.83,210.74
2020-06-01 13:00:00+00:00,42.43,,437.11,24.88,18.42,38.92,17.84,180.39,216.37
2020-06-01 14:00:00+00:00,42.44,,437.13,25.97,18.55,17.49,17.74,161.11,214.34
2020-06-01 15:00:00+00:00,42.54,,429.89,25.92,18.45,12.93,17.8,167.65,211.22
2020-06-01 16:00:00+00:00,42.68,,433.17,25.47,18.3,8.74,18.0,178.08,211.42
2020-06-01 17:00:00+00:00,42.53,,436.68,25.43,18.89,5.15,18.02,185.99,205.69
2020-06-01 18:00:00+00:00,42.5,,374.59,24.87,18.69,2.4,18.15,200.34,151.76
2020-06-01 19:00:00+00:00,42.29,,347.04,24.85,18.49,1.0,18.19,180.79,0.74
2020-06-01 20:00:00+00:00,39.8,,204.08,24.85,18.41,0.0,18.35,171.92,68.4
2020-06-01 21:00:00+00:00,42.8,,186.37,24.34,18.45,0.0,18.5,140.28,0.0
2020-06-01 22:00:00+00:00,42.68,,186.22,24.29,18.52,0.0,18.48,172.24,0.0
2020-06-01 23:00:00+00:00,42.83,,186.27,24.28,18.44,0.0,18.73,159.88,0.0
2020-06-02 00:00:00+00:00,42.92,,186.24,24.28,18.63,0.0,18.81,155.45,0.0
2020-06-02 01:00:00+00:00,43.11,,186.13,24.27,18.66,0.0,18.72,191.69,0.0
2020-06-02 02:00:00+00:00,42.92,,186.29,24.29,18.84,1.0,18.68,205.56,0.0
2020-06-02 03:00:00+00:00,42.96,,186.12,24.29,18.81,2.61,18.48,173.8,0.0
2020-06-02 04:00:00+00:00,42.95,,215.28,24.29,18.71,8.0,18.24,69.49,48.78
2020-06-02 05:00:00+00:00,42.93,,230.82,24.56,18.55,14.98,17.96,26.02,245.72
2020-06-02 06:00:00+00:00,42.93,,20.34,81.64,19.08,41.59,17.96,44.29,422.13
2020-06-02 07:00:00+00:00,40.81,,20.06,98.02,19.33,50.3,17.81,83.17,333.97
2020-06-02 08:00:00+00:00,42.53,,19.96,98.1,19.29,52.61,17.93,84.26,350.18
2020-06-02 09:00:00+00:00,42.52,,40.87,98.15,19.28,54.52,17.81,71.49,440.27
2020-06-02 10:00:00+00:00,42.53,,293.73,97.89,18.73,55.35,17.73,68.16,239.08
2020-06-02 11:00:00+00:00,42.63,,388.63,25.57,18.81,51.29,17.88,72.93,215.0
2020-06-02 12:00:00+00:00,42.37,,381.85,48.82,17.68,43.29,17.74,87.42,212.22
2020-06-02 13:00:00+00:00,42.39,,421.72,25.2,17.25,39.56,17.93,98.8,169.03
2020-06-02 14:00:00+00:00,42.16,,421.86,24.69,17.1,14.8,17.8,113.55,171.08
2020-06-02 15:00:00+00:00,42.37,,431.49,25.93,16.74,9.94,17.73,125.37,209.18
2020-06-02 16:00:00+00:00,42.44,,432.09,25.77,16.57,6.65,17.82,122.63,190.95
2020-06-02 17:00:00+00:00,42.33,,432.05,24.76,16.62,3.92,17.98,112.12,204.13
2020-06-02 18:00:00+00:00,42.69,,431.17,25.25,16.83,2.0,17.99,119.22,202.03
2020-06-02 19:00:00+00:00,42.28,,392.01,24.24,16.56,0.0,18.19,194.19,163.21
2020-06-02 20:00:00+00:00,41.17,,312.33,24.22,16.2,0.0,18.2,257.13,0.58
2020-06-02 21:00:00+00:00,42.9,,186.38,24.21,16.24,0.0,18.43,276.47,0.0
2020-06-02 22:00:00+00:00,42.93,,186.28,24.23,16.16,0.0,18.51,239.84,0.0
2020-06-02 23:00:00+00:00,42.89,,186.23,24.2,16.3,0.0,18.56,211.65,0.0
2020-06-03 00:00:00+00:00,42.57,,186.35,24.2,16.38,0.0,18.67,200.72,0.0
2020-06-03 01:00:00+00:00,42.64,,186.38,24.2,16.38,0.0,18.65,170.07,0.0
2020-06-03 02:00:00+00:00,42.64,,186.29,24.16,16.7,0.0,18.7,126.43,0.0
2020-06-03 03:00:00+00:00,42.52,,186.32,24.18,16.51,1.0,18.47,120.25,0.66
2020-06-03 04:00:00+00:00,42.29,,206.92,25.94,16.42,3.02,18.13,84.67,211.33
2020-06-03 05:00:00+00:00,42.31,,381.84,48.88,16.77,5.54,17.88,45.4,212.11
2020-06-03 06:00:00+00:00,42.2,,437.49,48.96,17.5,7.74,17.76,25.9,214.44
2020-06-03 07:00:00+00:00,40.45,,432.61,48.82,18.13,13.38,17.98,42.31,204.12
2020-06-03 08:00:00+00:00,42.27,,432.7,26.03,17.86,38.97,18.08,62.47,210.84
2020-06-03 09:00:00+00:00,42.32,,432.35,25.29,17.64,44.33,17.99,57.59,206.3
2020-06-03 10:00:00+00:00,42.23,,397.13,25.37,18.0,42.91,17.79,66.46,199.2
2020-06-03 11:00:00+00:00,41.91,,408.88,25.19,18.18,15.59,17.98,57.32,181.74
2020-06-03 12:00:00+00:00,41.84,,395.95,25.34,17.24,15.22,17.72,40.83,324.65
2020-06-03 13:00:00+00:00,41.81,,433.47,46.94,16.94,17.52,17.98,52.55,202.71
2020-06-03 14:00:00+00:00,42.02,,434.83,48.05,17.03,15.79,17.7,56.75,198.08
2020-06-03 15:00:00+00:00,42.34,,432.03,48.85,16.89,14.38,17.67,57.1,201.03
2020-06-03 16:00:00+00:00,42.55,,434.5,48.79,16.79,7.06,17.89,59.29,200.66
2020-06-03 17:00:00+00:00,42.58,,437.37,47.78,16.83,3.12,18.09,79.9,182.07
2020-06-03 18:00:00+00:00,42.3,,387.06,45.95,16.89,1.78,18.03,96.94,161.0
2020-06-03 19:00:00+00:00,42.35,,338.65,25.2,17.09,1.0,17.9,123.21,14.9
2020-06-03 20:00:00+00:00,41.05,,252.77,24.18,17.69,0.0,18.27,150.84,0.0
2020-06-03 21:00:00+00:00,42.83,,186.42,24.16,17.22,0.0,18.37,172.47,0.0
2020-06-03 22:00:00+00:00,42.8,,186.29,24.87,17.08,0.0,18.55,159.67,0.02
2020-06-03 23:00:00+00:00,42.8,,186.29,24.28,16.9,0.0,18.76,132.43,0.0
2020-06-04 00:00:00+00:00,42.77,,256.31,25.31,16.99,0.0,18.76,130.34,0.0
2020-06-04 01:00:00+00:00,42.73,,251.94,24.17,17.01,0.0,18.85,129.5,0.0
2020-06-04 02:00:00+00:00,42.8,,186.5,24.28,17.3,1.0,18.85,96.71,0.0
2020-06-04 03:00:00+00:00,42.66,,186.27,24.36,17.45,2.22,18.54,64.91,0.0
2020-06-04 04:00:00+00:00,42.74,,186.26,24.71,18.59,6.57,18.2,18.73,172.78
2020-06-04 05:00:00+00:00,42.84,,381.51,25.75,18.57,9.41,18.15,1.18,214.32
2020-06-04 06:00:00+00:00,42.44,,434.34,47.41,18.65,12.97,17.98,3.12,210.62
2020-06-04 07:00:00+00:00,40.62,,422.54,48.83,18.68,40.92,18.1,11.02,207.01
2020-06-04 08:00:00+00:00,42.61,,434.55,48.8,18.81,44.65,18.04,12.27,209.28
2020-06-04 09:00:00+00:00,42.24,,436.91,71.65,19.15,50.01,18.03,16.51,357.88
2020-06-04 10:00:00+00:00,39.9,,434.77,71.79,18.94,44.61,17.68,22.68,408.68
2020-06-04 11:00:00+00:00,41.82,,433.07,25.93,18.41,40.24,17.85,16.07,256.64
2020-06-04 12:00:00+00:00,40.94,,433.35,25.73,18.53,46.23,17.77,11.78,203.17
2020-06-04 13:00:00+00:00,41.76,,432.65,25.81,18.67,44.26,17.87,13.96,204.48
2020-06-04 14:00:00+00:00,41.75,,430.98,25.75,18.87,43.78,17.73,19.67,205.45
2020-06-04 15:00:00+00:00,41.53,,432.76,46.82,18.69,15.98,17.95,25.36,193.57
2020-06-04 16:00:00+00:00,41.25,,433.62,46.93,18.54,11.83,17.94,11.54,323.6
2020-06-04 17:00:00+00:00,41.47,,409.44,46.92,18.42,5.72,18.13,14.1,196.0
2020-06-04 18:00:00+00:00,41.74,,402.26,26.85,18.38,2.73,18.08,10.08,188.53
2020-06-04 19:00:00+00:00,41.49,,326.56,24.33,18.64,1.0,18.1,8.78,178.51
2020-06-04 20:00:00+00:00,39.63,,186.02,24.33,19.07,0.0,18.23,6.65,1.3
2020-06-04 21:00:00+00:00,42.07,,185.79,24.23,19.7,0.0,18.2,15.58,0.0
2020-06-04 22:00:00+00:00,41.7,,178.14,24.88,19.49,0.0,18.53,17.69,0.0
2020-06-04 23:00:00+00:00,41.49,,165.86,24.93,19.15,0.0,18.65,24.65,0.0
2020-06-05 00:00:00+00:00,41.7,,169.02,24.88,19.13,0.0,18.83,41.44,0.0
2020-06-05 01:00:00+00:00,41.64,,185.06,24.93,18.68,0.0,18.84,53.24,0.0
2020-06-05 02:00:00+00:00,41.67,,186.25,24.84,18.08,1.0,18.89,68.37,0.0
2020-06-05 03:00:00+00:00,41.72,,186.06,24.81,17.82,2.82,18.4,91.86,0.0
2020-06-05 04:00:00+00:00,41.56,,206.02,24.85,18.46,7.36,18.27,93.68,0.25
2020-06-05 05:00:00+00:00,41.45,,359.52,25.77,18.43,14.01,17.97,56.45,205.85
2020-06-05 06:00:00+00:00,41.2,,419.13,25.8,18.29,40.73,17.86,98.96,206.46
2020-06-05 07:00:00+00:00,39.29,,419.29,25.85,18.15,48.52,17.99,172.79,201.53
2020-06-05 08:00:00+00:00,41.68,,419.56,25.83,18.41,51.15,18.1,214.23,200.29
2020-06-05 09:00:00+00:00,41.62,,414.11,24.83,18.36,53.45,17.86,277.14,200.92
2020-06-05 10:00:00+00:00,41.54,,409.35,25.82,18.09,43.08,17.71,310.05,208.23
2020-06-05 11:00:00+00:00,41.33,,420.61,25.81,17.91,42.29,17.83,318.94,207.83
2020-06-05 12:00:00+00:00,41.43,,422.98,25.78,18.08,41.17,17.74,300.82,207.72
2020-06-05 13:00:00+00:00,41.21,,421.02,24.81,18.12,17.21,18.1,293.66,197.23
2020-06-05 14:00:00+00:00,41.12,,420.52,25.57,18.29,15.93,17.79,296.76,197.17
2020-06-05 15:00:00+00:00,41.04,,420.2,24.81,18.15,7.19,17.64,288.87,190.27
2020-06-05 16:00:00+00:00,41.59,,420.14,46.81,17.69,5.74,17.69,258.69,182.24
2020-06-05 17:00:00+00:00,41.64,,420.54,46.89,17.67,5.2,17.72,272.25,180.9
2020-06-05 18:00:00+00:00,41.72,,298.64,49.36,17.61,1.86,17.93,181.16,49.1
2020-06-05 19:00:00+00:00,38.01,,226.9,83.56,17.63,0.0,17.95,121.5,57.43
2020-06-05 20:00:00+00:00,34.6,,19.05,25.92,16.81,0.0,18.25,69.05,68.33
2020-06-05 21:00:00+00:00,33.97,,19.03,24.16,16.5,0.0,18.25,63.61,0.0
2020-06-05 22:00:00+00:00,33.98,,19.07,25.82,16.56,0.0,18.51,65.95,0.0
2020-06-05 23:00:00+00:00,33.97,,19.23,24.2,16.47,0.0,18.47,74.11,0.0
2020-06-06 00:00:00+00:00,34.05,,19.22,24.21,16.47,0.0,18.71,85.76,0.0
2020-06-06 01:00:00+00:00,33.98,,19.19,24.21,16.6,0.0,18.85,96.02,0.0
2020-06-06 02:00:00+00:00,34.01,,19.36,24.24,16.92,0.0,18.89,131.8,0.0
2020-06-06 03:00:00+00:00,34.02,,19.52,24.27,16.95,1.78,18.5,163.2,0.0
2020-06-06 04:00:00+00:00,34.02,,19.52,24.23,17.41,5.74,18.38,162.48,0.0
2020-06-06 05:00:00+00:00,34.02,,19.27,24.76,17.28,12.22,18.33,255.37,0.0
2020-06-06 06:00:00+00:00,34.02,,19.04,24.25,16.87,17.21,18.03,356.89,0.0
2020-06-06 07:00:00+00:00,34.02,,18.85,24.25,16.84,47.52,18.0,401.33,0.0
2020-06-06 08:00:00+00:00,33.9,,18.93,25.33,16.75,51.49,18.15,410.37,0.0
2020-06-06 09:00:00+00:00,34.04,,18.92,26.01,16.91,50.37,18.07,372.08,48.24
2020-06-06 10:00:00+00:00,34.04,,18.85,26.22,17.02,52.86,18.15,369.01,48.84
2020-06-06 11:00:00+00:00,34.04,,18.85,26.23,17.0,53.35,18.07,345.45,64.72
2020-06-06 12:00:00+00:00,34.04,,18.78,26.22,17.18,50.1,18.07,316.75,31.8
2020-06-06 13:00:00+00:00,34.07,,18.71,25.47,17.51,43.61,18.05,296.4,17.55
2020-06-06 14:00:00+00:00,34.06,,18.7,26.3,17.82,40.24,18.07,235.23,0.0
2020-06-06 15:00:00+00:00,33.98,,18.76,25.22,17.52,16.74,18.2,157.57,0.0
2020-06-06 16:00:00+00:00,34.04,,18.72,24.26,17.67,12.07,18.42,105.7,0.0
2020-06-06 17:00:00+00:00,34.09,,18.75,24.33,17.7,5.73,18.31,71.55,0.0
2020-06-06 18:00:00+00:00,34.09,,18.82,24.33,17.93,2.7,18.2,49.3,0.0
2020-06-06 19:00:00+00:00,33.97,,19.52,24.33,17.76,1.0,18.51,40.21,0.0
2020-06-06 20:00:00+00:00,33.96,,19.59,25.17,17.3,0.0,18.66,28.26,64.32
2020-06-06 21:00:00+00:00,33.97,,19.87,25.12,17.25,0.0,18.65,26.51,0.59
2020-06-06 22:00:00+00:00,34.04,,19.88,24.54,17.28,0.0,18.82,27.71,0.0
2020-06-06 23:00:00+00:00,34.07,,19.89,24.31,17.22,0.0,18.91,23.11,0.0
2020-06-07 00:00:00+00:00,34.03,,19.9,24.29,17.32,0.0,18.91,24.78,0.0
2020-06-07 01:00:00+00:00,34.04,,19.96,24.29,17.37,0.0,18.91,40.77,0.0
2020-06-07 02:00:00+00:00,34.04,,19.96,24.27,17.39,1.0,18.92,57.88,0.0
2020-06-07 03:00:00+00:00,34.02,,19.85,24.27,17.32,1.97,18.74,51.18,0.0
2020-06-07 04:00:00+00:00,34.02,,19.44,24.27,17.36,5.7,18.74,27.2,0.0
2020-06-07 05:00:00+00:00,34.02,,19.0,24.86,17.29,7.79,18.84,19.89,333.4
2020-06-07 06:00:00+00:00,34.02,,18.58,25.22,17.46,14.58,18.74,12.35,407.69
2020-06-07 07:00:00+00:00,34.02,,18.22,25.41,17.47,39.28,18.71,16.61,572.24
2020-06-07 08:00:00+00:00,34.02,,17.87,25.77,17.48,47.22,18.77,22.03,545.18
2020-06-07 09:00:00+00:00,34.02,,17.66,25.35,17.65,41.45,18.74,19.78,410.84
2020-06-07 10:00:00+00:00,34.02,,17.46,38.23,17.49,44.59,18.81,30.25,201.65
2020-06-07 11:00:00+00:00,34.02,,17.44,25.62,17.38,43.03,18.84,35.04,190.72
2020-06-07 12:00:00+00:00,34.02,,17.6,25.77,17.46,42.7,18.89,18.59,191.14
2020-06-07 13:00:00+00:00,34.02,,17.57,24.23,17.61,15.8,18.89,11.69,48.79
2020-06-07 14:00:00+00:00,34.02,,17.62,24.27,17.78,14.15,18.89,8.73,0.85
2020-06-07 15:00:00+00:00,34.02,,18.54,24.28,17.78,11.77,18.86,5.4,26.02
2020-06-07 16:00:00+00:00,34.02,,18.97,24.27,17.59,6.51,18.88,4.44,47.87
2020-06-07 17:00:00+00:00,33.76,,19.2,24.67,17.44,5.63,18.76,9.5,147.98
2020-06-07 18:00:00+00:00,34.04,,19.38,25.2,17.77,2.06,18.61,22.52,199.18
2020-06-07 19:00:00+00:00,33.89,,19.56,46.32,17.63,0.0,18.63,45.83,176.46
2020-06-07 20:00:00+00:00,33.92,,19.3,72.83,17.41,0.0,18.81,63.7,144.87
2020-06-07 21:00:00+00:00,34.0,,19.34,25.25,17.29,0.0,18.9,86.05,0.0
2020-06-07 22:00:00+00:00,33.99,,19.5,24.1,17.44,0.0,18.91,118.07,0.0
2020-06-07 23:00:00+00:00,33.99,,19.68,25.27,17.16,0.0,18.9,115.35,0.0
2020-06-08 00:00:00+00:00,33.98,,19.5,25.07,16.94,0.0,18.91,96.73,0.0
2020-06-08 01:00:00+00:00,34.0,,19.64,24.52,17.02,0.0,18.91,124.95,0.0
2020-06-08 02:00:00+00:00,34.0,,24.0,25.14,17.1,1.0,18.91,86.43,0.0
2020-06-08 03:00:00+00:00,34.0,,84.2,24.76,17.12,2.1,18.79,19.66,0.0
2020-06-08 04:00:00+00:00,34.02,,185.05,24.9,17.25,5.89,18.56,13.58,137.54
2020-06-08 05:00:00+00:00,34.11,,359.97,46.67,17.54,10.16,18.17,2.97,310.6
2020-06-08 06:00:00+00:00,33.99,,420.86,71.8,17.58,38.62,17.9,2.4,285.27
2020-06-08 07:00:00+00:00,33.96,,413.98,70.57,17.75,45.14,17.68,1.98,245.22
2020-06-08 08:00:00+00:00,34.0,,379.63,47.51,20.33,51.1,17.86,2.27,181.52
2020-06-08 09:00:00+00:00,33.95,,407.05,55.94,20.3,55.46,17.97,4.8,196.62
2020-06-08 10:00:00+00:00,33.97,,411.32,50.39,19.35,55.0,17.96,9.31,488.81
2020-06-08 11:00:00+00:00,34.03,,409.62,49.75,18.17,48.66,18.05,10.56,199.61
2020-06-08 12:00:00+00:00,33.97,,409.54,74.67,17.37,18.09,18.0,29.04,196.2
2020-06-08 13:00:00+00:00,34.06,,404.0,68.03,17.45,16.92,17.84,43.84,170.01
2020-06-08 14:00:00+00:00,33.97,,407.34,68.75,17.48,14.87,17.79,54.55,307.47
2020-06-08 15:00:00+00:00,33.9,,416.45,46.49,17.53,9.62,17.9,53.57,191.35
2020-06-08 16:00:00+00:00,33.83,,416.51,25.83,17.3,6.1,18.1,79.87,200.89
2020-06-08 17:00:00+00:00,34.09,,406.04,61.55,17.08,5.38,18.03,104.24,1.97
2020-06-08 18:00:00+00:00,34.09,,373.25,50.34,17.36,1.97,18.07,67.7,0.0
2020-06-08 19:00:00+00:00,34.09,,324.97,24.26,17.36,0.0,18.33,40.57,0.0
2020-06-08 20:00:00+00:00,34.09,,218.21,24.29,17.39,0.0,18.35,35.55,0.0
2020-06-08 21:00:00+00:00,34.09,,194.5,24.26,17.31,0.0,18.29,54.4,0.0
2020-06-08 22:00:00+00:00,34.09,,240.51,24.26,17.29,0.0,18.52,66.81,0.0
2020-06-08 23:00:00+00:00,34.09,,241.16,24.22,17.27,0.0,18.47,42.79,0.0
2020-06-09 00:00:00+00:00,34.09,,186.05,24.21,17.29,0.0,18.76,28.21,0.0
2020-06-09 01:00:00+00:00,34.06,,185.75,24.28,17.42,0.0,18.8,29.53,0.0
2020-06-09 02:00:00+00:00,34.01,,186.06,24.6,17.54,0.0,18.77,35.17,0.0
2020-06-09 03:00:00+00:00,34.02,,340.75,24.17,17.61,1.0,18.42,29.79,0.0
