,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2018-03-13 18:00:00+00:00,83.0,380.0,585.0,,89.0,,10.0
2018-03-13 19:00:00+00:00,93.0,315.0,294.0,,100.0,,11.0
2018-03-13 20:00:00+00:00,86.0,315.0,30.0,,90.0,,8.0
2018-03-13 21:00:00+00:00,86.0,316.0,1.0,,90.0,,9.0
2018-03-13 22:00:00+00:00,86.0,329.0,0.0,,90.0,,17.0
2018-03-13 23:00:00+00:00,84.0,405.0,0.0,,90.0,,18.0
2018-03-14 00:00:00+00:00,85.0,405.0,0.0,,90.0,,24.0
2018-03-14 01:00:00+00:00,86.0,405.0,0.0,,92.0,,22.0
2018-03-14 02:00:00+00:00,87.0,405.0,0.0,,92.0,,23.0
2018-03-14 03:00:00+00:00,87.0,410.0,0.0,,91.0,,22.0
2018-03-14 04:00:00+00:00,88.0,423.0,3.0,,91.0,,21.0
2018-03-14 05:00:00+00:00,88.0,427.0,90.0,,91.0,,19.0
2018-03-14 06:00:00+00:00,88.0,521.0,463.0,,91.0,,16.0
2018-03-14 07:00:00+00:00,90.0,525.0,515.0,,91.0,,19.0
2018-03-14 08:00:00+00:00,92.0,525.0,514.0,,91.0,,20.0
2018-03-14 09:00:00+00:00,92.0,525.0,426.0,,90.0,,27.0
2018-03-14 10:00:00+00:00,92.0,525.0,382.0,,90.0,,31.0
2018-03-14 11:00:00+00:00,92.0,526.0,438.0,,91.0,,34.0
2018-03-14 12:00:00+00:00,92.0,526.0,421.0,,90.0,,29.0
2018-03-14 13:00:00+00:00,93.0,527.0,421.0,,93.0,,29.0
2018-03-14 14:00:00+00:00,93.0,528.0,422.0,,93.0,,23.0
2018-03-14 15:00:00+00:00,93.0,528.0,411.0,,94.0,,19.0
2018-03-14 16:00:00+00:00,94.0,529.0,594.0,,94.0,,15.0
2018-03-14 17:00:00+00:00,95.0,528.0,687.0,,94.0,,14.0
2018-03-14 18:00:00+00:00,95.0,529.0,593.0,,94.0,,15.0
2018-03-14 19:00:00+00:00,92.0,528.0,372.0,,94.0,,16.0
2018-03-14 20:00:00+00:00,91.0,426.0,46.0,,94.0,,14.0
2018-03-14 21:00:00+00:00,90.0,408.0,0.0,,93.0,,15.0
2018-03-14 22:00:00+00:00,89.0,409.0,0.0,,92.0,,14.0
2018-03-14 23:00:00+00:00,88.0,504.0,0.0,,92.0,,13.0
2018-03-15 00:00:00+00:00,88.0,507.0,0.0,,92.0,,9.0
2018-03-15 01:00:00+00:00,88.0,507.0,0.0,,92.0,,8.0
2018-03-15 02:00:00+00:00,90.0,507.0,0.0,,92.0,,8.0
2018-03-15 03:00:00+00:00,90.0,508.0,0.0,,93.0,,7.0
2018-03-15 04:00:00+00:00,91.0,533.0,34.0,,93.0,,10.0
2018-03-15 05:00:00+00:00,92.0,534.0,439.0,,92.0,,12.0
2018-03-15 06:00:00+00:00,94.0,535.0,660.0,,92.0,,9.0
2018-03-15 07:00:00+00:00,94.0,535.0,860.0,,92.0,,10.0
2018-03-15 08:00:00+00:00,92.0,534.0,969.0,,92.0,,10.0
2018-03-15 09:00:00+00:00,91.0,533.0,963.0,,92.0,,11.0
2018-03-15 10:00:00+00:00,91.0,534.0,882.0,,92.0,,15.0
2018-03-15 11:00:00+00:00,92.0,534.0,792.0,,94.0,,9.0
2018-03-15 12:00:00+00:00,92.0,535.0,736.0,,94.0,,13.0
2018-03-15 13:00:00+00:00,93.0,535.0,645.0,,96.0,,15.0
2018-03-15 14:00:00+00:00,93.0,535.0,473.0,,96.0,,25.0
2018-03-15 15:00:00+00:00,93.0,535.0,461.0,,96.0,,26.0
2018-03-15 16:00:00+00:00,96.0,535.0,455.0,,97.0,,18.0
2018-03-15 17:00:00+00:00,97.0,535.0,451.0,,97.0,,10.0
2018-03-15 18:00:00+00:00,98.0,536.0,461.0,,97.0,,9.0
2018-03-15 19:00:00+00:00,98.0,536.0,420.0,,97.0,,10.0
2018-03-15 20:00:00+00:00,99.0,535.0,35.0,,97.0,,8.0
2018-03-15 21:00:00+00:00,99.0,504.0,0.0,,97.0,,9.0
2018-03-15 22:00:00+00:00,98.0,504.0,0.0,,96.0,,11.0
2018-03-15 23:00:00+00:00,96.0,524.0,0.0,,96.0,,13.0
2018-03-16 00:00:00+00:00,96.0,524.0,0.0,,95.0,,10.0
2018-03-16 01:00:00+00:00,97.0,524.0,0.0,,95.0,,11.0
2018-03-16 02:00:00+00:00,98.0,524.0,0.0,,96.0,,12.0
2018-03-16 03:00:00+00:00,98.0,524.0,147.0,,96.0,,14.0
2018-03-16 04:00:00+00:00,98.0,525.0,336.0,,96.0,,13.0
2018-03-16 05:00:00+00:00,98.0,525.0,587.0,,96.0,,10.0
2018-03-16 06:00:00+00:00,98.0,524.0,835.0,,96.0,,11.0
2018-03-16 07:00:00+00:00,97.0,524.0,853.0,,96.0,,21.0
2018-03-16 08:00:00+00:00,97.0,524.0,840.0,,96.0,,27.0
2018-03-16 09:00:00+00:00,96.0,524.0,1007.0,,96.0,,29.0
2018-03-16 10:00:00+00:00,95.0,524.0,832.0,,96.0,,32.0
2018-03-16 11:00:00+00:00,94.0,524.0,820.0,,96.0,,37.0
2018-03-16 12:00:00+00:00,94.0,523.0,774.0,,96.0,,43.0
2018-03-16 13:00:00+00:00,94.0,524.0,736.0,,96.0,,43.0
2018-03-16 14:00:00+00:00,94.0,523.0,746.0,,96.0,,40.0
2018-03-16 15:00:00+00:00,94.0,523.0,688.0,,96.0,,37.0
2018-03-16 16:00:00+00:00,98.0,524.0,673.0,,99.0,,31.0
2018-03-16 17:00:00+00:00,99.0,525.0,632.0,,99.0,,20.0
2018-03-16 18:00:00+00:00,100.0,525.0,609.0,,100.0,,19.0
2018-03-16 19:00:00+00:00,99.0,525.0,425.0,,97.0,,24.0
2018-03-16 20:00:00+00:00,99.0,526.0,200.0,,97.0,,29.0
2018-03-16 21:00:00+00:00,99.0,525.0,0.0,,97.0,,26.0
2018-03-16 22:00:00+00:00,99.0,526.0,0.0,,97.0,,26.0
2018-03-16 23:00:00+00:00,97.0,516.0,0.0,,97.0,,24.0
2018-03-17 00:00:00+00:00,96.0,510.0,0.0,,96.0,,17.0
2018-03-17 01:00:00+00:00,99.0,510.0,4.0,,96.0,,12.0
2018-03-17 02:00:00+00:00,99.0,510.0,49.0,,97.0,,11.0
2018-03-17 03:00:00+00:00,99.0,511.0,332.0,,97.0,,11.0
2018-03-17 04:00:00+00:00,99.0,511.0,661.0,,97.0,,15.0
2018-03-17 05:00:00+00:00,99.0,511.0,662.0,,97.0,,13.0
2018-03-17 06:00:00+00:00,99.0,510.0,663.0,,96.0,,8.0
2018-03-17 07:00:00+00:00,98.0,510.0,673.0,,96.0,,9.0
2018-03-17 08:00:00+00:00,97.0,510.0,669.0,,96.0,,15.0
2018-03-17 09:00:00+00:00,96.0,509.0,661.0,,95.0,,17.0
2018-03-17 10:00:00+00:00,95.0,455.0,703.0,,95.0,,15.0
2018-03-17 11:00:00+00:00,95.0,432.0,682.0,,95.0,,15.0
2018-03-17 12:00:00+00:00,95.0,441.0,590.0,,95.0,,14.0
2018-03-17 13:00:00+00:00,94.0,444.0,589.0,,95.0,,13.0
2018-03-17 14:00:00+00:00,95.0,460.0,564.0,,95.0,,11.0
2018-03-17 15:00:00+00:00,95.0,498.0,520.0,,95.0,,9.0
2018-03-17 16:00:00+00:00,95.0,509.0,501.0,,95.0,,5.0
2018-03-17 17:00:00+00:00,96.0,510.0,510.0,,95.0,,4.0
2018-03-17 18:00:00+00:00,96.0,509.0,518.0,,95.0,,3.0
2018-03-17 19:00:00+00:00,96.0,509.0,467.0,,95.0,,3.0
2018-03-17 20:00:00+00:00,96.0,509.0,217.0,,95.0,,4.0
2018-03-17 21:00:00+00:00,96.0,509.0,143.0,,95.0,,3.0
2018-03-17 22:00:00+00:00,97.0,510.0,10.0,,95.0,,1.0
2018-03-17 23:00:00+00:00,98.0,538.0,0.0,,95.0,,0.0
2018-03-18 00:00:00+00:00,98.0,540.0,0.0,,95.0,,0.0
2018-03-18 01:00:00+00:00,97.0,539.0,0.0,,96.0,,1.0
2018-03-18 02:00:00+00:00,96.0,540.0,0.0,,95.0,,4.0
2018-03-18 03:00:00+00:00,97.0,539.0,0.0,,95.0,,3.0
2018-03-18 04:00:00+00:00,98.0,518.0,298.0,,95.0,,3.0
2018-03-18 05:00:00+00:00,97.0,489.0,278.0,,95.0,,6.0
2018-03-18 06:00:00+00:00,96.0,458.0,418.0,,94.0,,11.0
2018-03-18 07:00:00+00:00,95.0,397.0,538.0,,94.0,,14.0
2018-03-18 08:00:00+00:00,94.0,350.0,312.0,,94.0,,15.0
2018-03-18 09:00:00+00:00,91.0,348.0,291.0,,94.0,,20.0
2018-03-18 10:00:00+00:00,90.0,347.0,253.0,,94.0,,19.0
2018-03-18 11:00:00+00:00,89.0,321.0,214.0,,94.0,,18.0
2018-03-18 12:00:00+00:00,89.0,318.0,199.0,,94.0,,19.0
2018-03-18 13:00:00+00:00,89.0,319.0,199.0,,94.0,,21.0
2018-03-18 14:00:00+00:00,89.0,319.0,199.0,,94.0,,19.0
2018-03-18 15:00:00+00:00,90.0,348.0,161.0,,95.0,,18.0
2018-03-18 16:00:00+00:00,91.0,409.0,413.0,,95.0,,16.0
2018-03-18 17:00:00+00:00,92.0,478.0,414.0,,95.0,,16.0
2018-03-18 18:00:00+00:00,95.0,521.0,401.0,,96.0,,20.0
2018-03-18 19:00:00+00:00,95.0,528.0,405.0,,96.0,,24.0
2018-03-18 20:00:00+00:00,95.0,528.0,96.0,,96.0,,25.0
2018-03-18 21:00:00+00:00,95.0,509.0,12.0,,96.0,,24.0
2018-03-18 22:00:00+00:00,95.0,363.0,121.0,,96.0,,22.0
2018-03-18 23:00:00+00:00,94.0,234.0,3.0,,95.0,,26.0
2018-03-19 00:00:00+00:00,94.0,233.0,0.0,,96.0,,23.0
2018-03-19 01:00:00+00:00,94.0,234.0,0.0,,95.0,,20.0
2018-03-19 02:00:00+00:00,94.0,251.0,1.0,,95.0,,24.0
2018-03-19 03:00:00+00:00,94.0,367.0,180.0,,95.0,,27.0
2018-03-19 04:00:00+00:00,94.0,532.0,617.0,,95.0,,33.0
2018-03-19 05:00:00+00:00,94.0,526.0,647.0,,94.0,,32.0
2018-03-19 06:00:00+00:00,95.0,505.0,740.0,,94.0,,38.0
2018-03-19 07:00:00+00:00,95.0,425.0,918.0,,94.0,,40.0
2018-03-19 08:00:00+00:00,92.0,374.0,780.0,,93.0,,47.0
2018-03-19 09:00:00+00:00,89.0,327.0,792.0,,93.0,,49.0
2018-03-19 10:00:00+00:00,87.0,305.0,799.0,,93.0,,49.0
2018-03-19 11:00:00+00:00,86.0,305.0,843.0,,93.0,,49.0
2018-03-19 12:00:00+00:00,86.0,299.0,754.0,,93.0,,50.0
2018-03-19 13:00:00+00:00,86.0,299.0,745.0,,94.0,,50.0
2018-03-19 14:00:00+00:00,87.0,304.0,739.0,,95.0,,49.0
2018-03-19 15:00:00+00:00,88.0,338.0,698.0,,95.0,,45.0
2018-03-19 16:00:00+00:00,89.0,397.0,721.0,,95.0,,44.0
2018-03-19 17:00:00+00:00,92.0,435.0,730.0,,96.0,,38.0
2018-03-19 18:00:00+00:00,92.0,465.0,664.0,,96.0,,36.0
2018-03-19 19:00:00+00:00,94.0,488.0,554.0,,96.0,,32.0
2018-03-19 20:00:00+00:00,94.0,488.0,187.0,,96.0,,27.0
2018-03-19 21:00:00+00:00,95.0,472.0,129.0,,95.0,,20.0
2018-03-19 22:00:00+00:00,95.0,463.0,126.0,,95.0,,12.0
2018-03-19 23:00:00+00:00,94.0,352.0,143.0,,95.0,,6.0
2018-03-20 00:00:00+00:00,92.0,350.0,143.0,,95.0,,6.0
2018-03-20 01:00:00+00:00,92.0,350.0,142.0,,95.0,,5.0
2018-03-20 02:00:00+00:00,92.0,350.0,141.0,,95.0,,2.0
2018-03-20 03:00:00+00:00,94.0,350.0,319.0,,94.0,,1.0
2018-03-20 04:00:00+00:00,94.0,350.0,553.0,,94.0,,4.0
2018-03-20 05:00:00+00:00,94.0,350.0,684.0,,94.0,,3.0
2018-03-20 06:00:00+00:00,93.0,357.0,696.0,,94.0,,3.0
2018-03-20 07:00:00+00:00,92.0,358.0,709.0,,94.0,,8.0
2018-03-20 08:00:00+00:00,91.0,358.0,635.0,,94.0,,13.0
2018-03-20 09:00:00+00:00,90.0,358.0,619.0,,94.0,,21.0
2018-03-20 10:00:00+00:00,89.0,359.0,615.0,,94.0,,27.0
2018-03-20 11:00:00+00:00,89.0,358.0,609.0,,95.0,,34.0
2018-03-20 12:00:00+00:00,89.0,357.0,602.0,,95.0,,35.0
2018-03-20 13:00:00+00:00,89.0,358.0,595.0,,94.0,,35.0
2018-03-20 14:00:00+00:00,90.0,357.0,597.0,,95.0,,34.0
2018-03-20 15:00:00+00:00,89.0,357.0,634.0,,93.0,,37.0
2018-03-20 16:00:00+00:00,91.0,359.0,626.0,,94.0,,30.0
2018-03-20 17:00:00+00:00,94.0,359.0,625.0,,94.0,,26.0
2018-03-20 18:00:00+00:00,95.0,353.0,757.0,,94.0,,21.0
2018-03-20 19:00:00+00:00,98.0,352.0,627.0,,97.0,,14.0
2018-03-20 20:00:00+00:00,97.0,351.0,229.0,,97.0,,15.0
2018-03-20 21:00:00+00:00,96.0,352.0,147.0,,97.0,,10.0
2018-03-20 22:00:00+00:00,95.0,351.0,142.0,,95.0,,7.0
2018-03-20 23:00:00+00:00,97.0,383.0,36.0,,94.0,,10.0
2018-03-21 00:00:00+00:00,95.0,385.0,35.0,,94.0,,8.0
2018-03-21 01:00:00+00:00,95.0,385.0,35.0,,94.0,,6.0
2018-03-21 02:00:00+00:00,94.0,386.0,35.0,,94.0,,5.0
2018-03-21 03:00:00+00:00,94.0,385.0,38.0,,94.0,,4.0
2018-03-21 04:00:00+00:00,94.0,385.0,286.0,,94.0,,3.0
2018-03-21 05:00:00+00:00,94.0,386.0,517.0,,94.0,,1.0
2018-03-21 06:00:00+00:00,94.0,393.0,610.0,,94.0,,0.0
2018-03-21 07:00:00+00:00,96.0,394.0,683.0,,96.0,,0.0
2018-03-21 08:00:00+00:00,93.0,394.0,607.0,,94.0,,0.0
2018-03-21 09:00:00+00:00,91.0,393.0,606.0,,94.0,,0.0
2018-03-21 10:00:00+00:00,91.0,393.0,591.0,,94.0,,2.0
2018-03-21 11:00:00+00:00,89.0,392.0,599.0,,94.0,,9.0
2018-03-21 12:00:00+00:00,89.0,392.0,607.0,,94.0,,18.0
2018-03-21 13:00:00+00:00,89.0,391.0,498.0,,94.0,,26.0
2018-03-21 14:00:00+00:00,89.0,391.0,509.0,,95.0,,24.0
2018-03-21 15:00:00+00:00,91.0,391.0,506.0,,97.0,,18.0
2018-03-21 16:00:00+00:00,90.0,391.0,503.0,,97.0,,24.0
2018-03-21 17:00:00+00:00,90.0,391.0,504.0,,97.0,,27.0
2018-03-21 18:00:00+00:00,91.0,392.0,495.0,,95.0,,30.0
2018-03-21 19:00:00+00:00,91.0,391.0,372.0,,95.0,,24.0
2018-03-21 20:00:00+00:00,91.0,385.0,126.0,,95.0,,21.0
2018-03-21 21:00:00+00:00,90.0,384.0,30.0,,94.0,,22.0
2018-03-21 22:00:00+00:00,90.0,374.0,33.0,,94.0,,17.0
2018-03-21 23:00:00+00:00,89.0,334.0,35.0,,94.0,,22.0
2018-03-22 00:00:00+00:00,91.0,334.0,35.0,,93.0,,18.0
2018-03-22 01:00:00+00:00,92.0,333.0,35.0,,93.0,,17.0
2018-03-22 02:00:00+00:00,92.0,332.0,35.0,,93.0,,13.0
2018-03-22 03:00:00+00:00,95.0,332.0,37.0,,93.0,,12.0
2018-03-22 04:00:00+00:00,95.0,332.0,187.0,,93.0,,10.0
2018-03-22 05:00:00+00:00,95.0,333.0,271.0,,93.0,,9.0
2018-03-22 06:00:00+00:00,94.0,341.0,517.0,,94.0,,12.0
2018-03-22 07:00:00+00:00,90.0,341.0,621.0,,93.0,,17.0
2018-03-22 08:00:00+00:00,87.0,341.0,623.0,,93.0,,21.0
2018-03-22 09:00:00+00:00,86.0,341.0,630.0,,93.0,,25.0
2018-03-22 10:00:00+00:00,86.0,341.0,622.0,,93.0,,29.0
2018-03-22 11:00:00+00:00,85.0,341.0,630.0,,93.0,,31.0
2018-03-22 12:00:00+00:00,85.0,341.0,713.0,,93.0,,33.0
2018-03-22 13:00:00+00:00,85.0,340.0,713.0,,93.0,,31.0
2018-03-22 14:00:00+00:00,87.0,340.0,714.0,,93.0,,25.0
2018-03-22 15:00:00+00:00,88.0,341.0,707.0,,93.0,,20.0
2018-03-22 16:00:00+00:00,91.0,341.0,778.0,,93.0,,19.0
2018-03-22 17:00:00+00:00,97.0,341.0,900.0,,95.0,,21.0
2018-03-22 18:00:00+00:00,95.0,334.0,717.0,,94.0,,16.0
2018-03-22 19:00:00+00:00,92.0,332.0,532.0,,94.0,,15.0
2018-03-22 20:00:00+00:00,92.0,332.0,440.0,,94.0,,12.0
2018-03-22 21:00:00+00:00,92.0,332.0,377.0,,94.0,,10.0
2018-03-22 22:00:00+00:00,91.0,332.0,153.0,,94.0,,9.0
2018-03-22 23:00:00+00:00,89.0,371.0,143.0,,93.0,,6.0
2018-03-23 00:00:00+00:00,88.0,371.0,142.0,,93.0,,2.0
2018-03-23 01:00:00+00:00,88.0,372.0,141.0,,93.0,,3.0
2018-03-23 02:00:00+00:00,88.0,372.0,140.0,,93.0,,2.0
2018-03-23 03:00:00+00:00,88.0,371.0,229.0,,93.0,,2.0
2018-03-23 04:00:00+00:00,89.0,372.0,368.0,,93.0,,0.0
2018-03-23 05:00:00+00:00,91.0,373.0,597.0,,93.0,,0.0
2018-03-23 06:00:00+00:00,94.0,416.0,723.0,,93.0,,0.0
2018-03-23 07:00:00+00:00,94.0,444.0,697.0,,93.0,,1.0
2018-03-23 08:00:00+00:00,95.0,444.0,710.0,,93.0,,0.0
2018-03-23 09:00:00+00:00,96.0,444.0,696.0,,93.0,,0.0
2018-03-23 10:00:00+00:00,93.0,443.0,621.0,,93.0,,1.0
2018-03-23 11:00:00+00:00,88.0,409.0,620.0,,93.0,,1.0
2018-03-23 12:00:00+00:00,86.0,408.0,572.0,,93.0,,2.0
2018-03-23 13:00:00+00:00,85.0,409.0,562.0,,93.0,,2.0
2018-03-23 14:00:00+00:00,85.0,409.0,559.0,,94.0,,2.0
2018-03-23 15:00:00+00:00,87.0,409.0,556.0,,94.0,,1.0
2018-03-23 16:00:00+00:00,88.0,409.0,542.0,,94.0,,0.0
2018-03-23 17:00:00+00:00,90.0,409.0,543.0,,94.0,,0.0
2018-03-23 18:00:00+00:00,91.0,408.0,431.0,,94.0,,1.0
2018-03-23 19:00:00+00:00,91.0,406.0,316.0,,94.0,,2.0
2018-03-23 20:00:00+00:00,93.0,372.0,367.0,,94.0,,2.0
2018-03-23 21:00:00+00:00,93.0,370.0,239.0,,94.0,,3.0
2018-03-23 22:00:00+00:00,95.0,369.0,0.0,,95.0,,3.0
2018-03-23 23:00:00+00:00,95.0,321.0,0.0,,94.0,,5.0
2018-03-24 00:00:00+00:00,95.0,321.0,0.0,,94.0,,7.0
2018-03-24 01:00:00+00:00,95.0,321.0,0.0,,94.0,,8.0
2018-03-24 02:00:00+00:00,95.0,322.0,0.0,,94.0,,8.0
2018-03-24 03:00:00+00:00,97.0,323.0,0.0,,94.0,,7.0
2018-03-24 04:00:00+00:00,97.0,324.0,6.0,,94.0,,6.0
2018-03-24 05:00:00+00:00,96.0,325.0,51.0,,94.0,,6.0
2018-03-24 06:00:00+00:00,94.0,323.0,85.0,,93.0,,2.0
2018-03-24 07:00:00+00:00,91.0,324.0,298.0,,93.0,,1.0
2018-03-24 08:00:00+00:00,88.0,322.0,318.0,,93.0,,1.0
2018-03-24 09:00:00+00:00,85.0,319.0,318.0,,92.0,,7.0
2018-03-24 10:00:00+00:00,84.0,292.0,351.0,,92.0,,17.0
2018-03-24 11:00:00+00:00,83.0,292.0,401.0,,92.0,,28.0
2018-03-24 12:00:00+00:00,83.0,292.0,402.0,,92.0,,35.0
2018-03-24 13:00:00+00:00,83.0,293.0,402.0,,92.0,,32.0
2018-03-24 14:00:00+00:00,85.0,291.0,402.0,,94.0,,27.0
2018-03-24 15:00:00+00:00,87.0,292.0,402.0,,96.0,,21.0
2018-03-24 16:00:00+00:00,85.0,316.0,472.0,,93.0,,17.0
2018-03-24 17:00:00+00:00,86.0,405.0,386.0,,93.0,,18.0
2018-03-24 18:00:00+00:00,87.0,456.0,321.0,,93.0,,20.0
2018-03-24 19:00:00+00:00,88.0,463.0,301.0,,94.0,,19.0
2018-03-24 20:00:00+00:00,90.0,467.0,158.0,,94.0,,23.0
2018-03-24 21:00:00+00:00,91.0,475.0,3.0,,94.0,,20.0
2018-03-24 22:00:00+00:00,90.0,329.0,0.0,,94.0,,19.0
2018-03-24 23:00:00+00:00,89.0,293.0,0.0,,94.0,,18.0
2018-03-25 00:00:00+00:00,90.0,292.0,0.0,,94.0,,21.0
2018-03-25 01:00:00+00:00,90.0,293.0,0.0,,93.0,,25.0
2018-03-25 02:00:00+00:00,90.0,292.0,0.0,,93.0,,24.0
2018-03-25 03:00:00+00:00,90.0,292.0,4.0,,93.0,,25.0
2018-03-25 04:00:00+00:00,88.0,293.0,90.0,,93.0,,26.0
2018-03-25 05:00:00+00:00,88.0,302.0,121.0,,93.0,,24.0
2018-03-25 06:00:00+00:00,87.0,325.0,94.0,,92.0,,25.0
2018-03-25 07:00:00+00:00,85.0,305.0,184.0,,92.0,,30.0
2018-03-25 08:00:00+00:00,85.0,302.0,203.0,,92.0,,33.0
2018-03-25 09:00:00+00:00,84.0,302.0,206.0,,92.0,,33.0
2018-03-25 10:00:00+00:00,82.0,303.0,288.0,,92.0,,33.0
2018-03-25 11:00:00+00:00,82.0,301.0,296.0,,92.0,,35.0
2018-03-25 12:00:00+00:00,83.0,292.0,296.0,,92.0,,28.0
2018-03-25 13:00:00+00:00,86.0,291.0,367.0,,92.0,,27.0
2018-03-25 14:00:00+00:00,86.0,292.0,451.0,,93.0,,21.0
2018-03-25 15:00:00+00:00,86.0,291.0,493.0,,93.0,,19.0
2018-03-25 16:00:00+00:00,86.0,314.0,496.0,,93.0,,19.0
2018-03-25 17:00:00+00:00,89.0,385.0,491.0,,93.0,,19.0
2018-03-25 18:00:00+00:00,89.0,411.0,491.0,,93.0,,17.0
2018-03-25 19:00:00+00:00,89.0,411.0,491.0,,93.0,,16.0
2018-03-25 20:00:00+00:00,88.0,409.0,490.0,,94.0,,15.0
2018-03-25 21:00:00+00:00,86.0,297.0,213.0,,93.0,,11.0
2018-03-25 22:00:00+00:00,86.0,292.0,2.0,,94.0,,10.0
2018-03-25 23:00:00+00:00,86.0,292.0,0.0,,94.0,,8.0
2018-03-26 00:00:00+00:00,86.0,292.0,0.0,,94.0,,6.0
2018-03-26 01:00:00+00:00,86.0,292.0,0.0,,94.0,,6.0
2018-03-26 02:00:00+00:00,86.0,292.0,0.0,,94.0,,5.0
2018-03-26 03:00:00+00:00,89.0,292.0,15.0,,93.0,,5.0
2018-03-26 04:00:00+00:00,90.0,369.0,158.0,,93.0,,2.0
2018-03-26 05:00:00+00:00,90.0,391.0,538.0,,93.0,,2.0
2018-03-26 06:00:00+00:00,92.0,365.0,772.0,,93.0,,1.0
2018-03-26 07:00:00+00:00,90.0,337.0,829.0,,93.0,,4.0
2018-03-26 08:00:00+00:00,89.0,329.0,843.0,,93.0,,5.0
2018-03-26 09:00:00+00:00,89.0,335.0,855.0,,93.0,,6.0
2018-03-26 10:00:00+00:00,88.0,366.0,720.0,,93.0,,8.0
2018-03-26 11:00:00+00:00,87.0,424.0,551.0,,93.0,,11.0
2018-03-26 12:00:00+00:00,85.0,431.0,415.0,,93.0,,9.0
2018-03-26 13:00:00+00:00,85.0,504.0,352.0,,93.0,,11.0
2018-03-26 14:00:00+00:00,87.0,524.0,306.0,,93.0,,10.0
2018-03-26 15:00:00+00:00,88.0,522.0,338.0,,94.0,,9.0
2018-03-26 16:00:00+00:00,89.0,541.0,518.0,,94.0,,11.0
2018-03-26 17:00:00+00:00,89.0,534.0,521.0,,94.0,,9.0
2018-03-26 18:00:00+00:00,89.0,534.0,224.0,,94.0,,8.0
2018-03-26 19:00:00+00:00,92.0,533.0,0.0,,94.0,,12.0
2018-03-26 20:00:00+00:00,92.0,533.0,0.0,,94.0,,13.0
2018-03-26 21:00:00+00:00,93.0,442.0,0.0,,94.0,,11.0
2018-03-26 22:00:00+00:00,92.0,399.0,0.0,,94.0,,11.0
2018-03-26 23:00:00+00:00,94.0,399.0,0.0,,94.0,,14.0
2018-03-27 00:00:00+00:00,94.0,399.0,0.0,,94.0,,15.0
2018-03-27 01:00:00+00:00,94.0,400.0,0.0,,94.0,,12.0
2018-03-27 02:00:00+00:00,95.0,402.0,0.0,,93.0,,11.0
2018-03-27 03:00:00+00:00,95.0,486.0,15.0,,93.0,,7.0
2018-03-27 04:00:00+00:00,96.0,489.0,205.0,,93.0,,5.0
2018-03-27 05:00:00+00:00,94.0,497.0,654.0,,93.0,,3.0
2018-03-27 06:00:00+00:00,97.0,491.0,839.0,,95.0,,0.0
2018-03-27 07:00:00+00:00,91.0,414.0,909.0,,93.0,,1.0
2018-03-27 08:00:00+00:00,89.0,391.0,790.0,,93.0,,2.0
2018-03-27 09:00:00+00:00,88.0,389.0,768.0,,93.0,,4.0
2018-03-27 10:00:00+00:00,87.0,434.0,630.0,,93.0,,7.0
2018-03-27 11:00:00+00:00,88.0,430.0,630.0,,95.0,,11.0
2018-03-27 12:00:00+00:00,90.0,431.0,627.0,,97.0,,12.0
2018-03-27 13:00:00+00:00,87.0,429.0,624.0,,94.0,,14.0
2018-03-27 14:00:00+00:00,87.0,432.0,571.0,,94.0,,14.0
2018-03-27 15:00:00+00:00,89.0,440.0,562.0,,95.0,,13.0
2018-03-27 16:00:00+00:00,91.0,473.0,572.0,,95.0,,10.0
2018-03-27 17:00:00+00:00,93.0,499.0,506.0,,97.0,,6.0
2018-03-27 18:00:00+00:00,95.0,520.0,306.0,,98.0,,3.0
2018-03-27 19:00:00+00:00,96.0,454.0,63.0,,99.0,,5.0
2018-03-27 20:00:00+00:00,95.0,429.0,3.0,,98.0,,6.0
2018-03-27 21:00:00+00:00,92.0,419.0,0.0,,94.0,,2.0
2018-03-27 22:00:00+00:00,93.0,493.0,39.0,,94.0,,1.0
2018-03-27 23:00:00+00:00,94.0,504.0,17.0,,93.0,,0.0
2018-03-28 00:00:00+00:00,94.0,510.0,18.0,,93.0,,0.0
2018-03-28 01:00:00+00:00,96.0,511.0,18.0,,93.0,,0.0
2018-03-28 02:00:00+00:00,96.0,498.0,26.0,,93.0,,0.0
2018-03-28 03:00:00+00:00,96.0,494.0,85.0,,93.0,,0.0
2018-03-28 04:00:00+00:00,96.0,528.0,394.0,,93.0,,0.0
2018-03-28 05:00:00+00:00,96.0,527.0,517.0,,93.0,,0.0
2018-03-28 06:00:00+00:00,95.0,468.0,795.0,,93.0,,0.0
2018-03-28 07:00:00+00:00,93.0,433.0,873.0,,93.0,,0.0
2018-03-28 08:00:00+00:00,91.0,407.0,798.0,,93.0,,0.0
2018-03-28 09:00:00+00:00,89.0,408.0,750.0,,93.0,,0.0
2018-03-28 10:00:00+00:00,87.0,404.0,686.0,,93.0,,0.0
2018-03-28 11:00:00+00:00,86.0,392.0,680.0,,93.0,,1.0
2018-03-28 12:00:00+00:00,86.0,392.0,590.0,,93.0,,1.0
2018-03-28 13:00:00+00:00,86.0,418.0,534.0,,94.0,,2.0
2018-03-28 14:00:00+00:00,86.0,431.0,519.0,,94.0,,3.0
