,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2019-12-23 21:00:00+00:00,,367.78,,1108.3,11459.71,5.67,,,,227.62
2019-12-23 22:00:00+00:00,,369.4,,1106.53,10838.94,5.46,,,,272.47
2019-12-23 23:00:00+00:00,,367.72,,1088.59,11028.26,5.09,,,,222.2
2019-12-24 00:00:00+00:00,,372.37,,1088.65,10277.67,5.03,,,,215.89
2019-12-24 01:00:00+00:00,,374.05,,1087.89,9224.72,4.98,,,,250.85
2019-12-24 02:00:00+00:00,,365.63,,1087.08,9226.52,4.6,,,,276.39
2019-12-24 03:00:00+00:00,,365.41,,1085.7,9718.65,4.64,,,,309.16
2019-12-24 04:00:00+00:00,,369.33,,1086.21,10645.98,4.37,,,,273.36
2019-12-24 05:00:00+00:00,,366.09,,1085.16,11206.95,4.18,,,,279.23
2019-12-24 06:00:00+00:00,,364.16,,1085.24,11789.88,4.02,,,,303.04
2019-12-24 07:00:00+00:00,,363.18,,1085.69,12505.72,3.94,,,,350.34
2019-12-24 08:00:00+00:00,,364.79,,1085.81,13761.49,3.88,,,,350.8
2019-12-24 09:00:00+00:00,,364.77,,1089.82,13194.86,4.01,,,,340.29
2019-12-24 10:00:00+00:00,,365.61,,1087.83,13456.12,3.87,,,,320.74
2019-12-24 11:00:00+00:00,,366.36,,1089.43,13965.47,3.9,,,,349.14
2019-12-24 12:00:00+00:00,,367.17,,1088.46,14132.25,4.08,,,,339.08
2019-12-24 13:00:00+00:00,,357.42,,1088.08,14398.35,3.89,,,,340.75
2019-12-24 14:00:00+00:00,,371.44,,1085.38,15389.14,3.65,,,,305.91
2019-12-24 15:00:00+00:00,,369.18,,1083.98,16114.37,3.52,,,,233.07
2019-12-24 16:00:00+00:00,,368.31,,1081.61,16349.46,3.56,,,,300.01
2019-12-24 17:00:00+00:00,,367.69,,1083.33,13913.21,4.07,,,,203.13
2019-12-24 18:00:00+00:00,,366.22,,1081.75,11639.64,3.95,,,,163.76
2019-12-24 19:00:00+00:00,,364.39,,1080.21,11198.86,3.83,,,,125.38
2019-12-24 20:00:00+00:00,,361.15,,1079.63,11075.67,3.78,,,,116.02
2019-12-24 21:00:00+00:00,,366.92,,1078.9,11348.18,3.71,,,,92.26
2019-12-24 22:00:00+00:00,,363.5,,1074.83,10973.85,3.79,,,,93.26
2019-12-24 23:00:00+00:00,,366.31,,1060.44,10846.14,3.63,,,,73.18
2019-12-25 00:00:00+00:00,,366.03,,1061.36,10557.29,3.72,,,,100.52
2019-12-25 01:00:00+00:00,,366.62,,1059.31,10044.01,3.85,,,,137.57
2019-12-25 02:00:00+00:00,,367.15,,1059.38,9957.39,3.95,,,,143.16
2019-12-25 03:00:00+00:00,,367.04,,1057.41,10509.96,3.99,,,,148.53
2019-12-25 04:00:00+00:00,,370.9,,1057.35,11295.55,3.97,,,,168.4
2019-12-25 05:00:00+00:00,,365.71,,1055.37,11431.15,4.06,,,,178.82
2019-12-25 06:00:00+00:00,,368.46,,1055.73,11837.08,4.07,,,,196.79
2019-12-25 07:00:00+00:00,,370.2,,1056.52,12311.74,4.01,,,,220.06
2019-12-25 08:00:00+00:00,,367.68,,1055.53,13084.43,3.99,,,,235.85
2019-12-25 09:00:00+00:00,,370.99,,1051.16,12770.29,3.75,,,,241.34
2019-12-25 10:00:00+00:00,,371.91,,1053.52,13274.11,3.75,,,,260.86
2019-12-25 11:00:00+00:00,,368.67,,1049.5,13762.47,3.92,,,,279.19
2019-12-25 12:00:00+00:00,,366.33,,1052.53,13432.81,4.38,,,,318.65
2019-12-25 13:00:00+00:00,,366.65,,1053.17,13445.13,4.14,,,,327.84
2019-12-25 14:00:00+00:00,,366.42,,1054.34,14377.91,4.04,,,,339.97
2019-12-25 15:00:00+00:00,,368.64,,1053.24,15693.08,4.05,,,,345.5
2019-12-25 16:00:00+00:00,,365.38,,1053.33,16152.27,4.21,,,,360.46
2019-12-25 17:00:00+00:00,,366.44,,1053.43,15941.9,4.49,,,,370.71
2019-12-25 18:00:00+00:00,,365.91,,1053.2,14229.91,4.6,,,,367.95
2019-12-25 19:00:00+00:00,,363.17,,1050.95,13495.74,4.77,,,,416.49
2019-12-25 20:00:00+00:00,,362.12,,1050.82,12944.95,4.9,,,,415.81
2019-12-25 21:00:00+00:00,,368.32,,1046.92,12630.36,5.2,,,,381.24
2019-12-25 22:00:00+00:00,,367.68,,1046.82,11653.96,5.27,,,,401.71
2019-12-25 23:00:00+00:00,,368.31,,1036.04,10937.34,5.37,,,,368.26
2019-12-26 00:00:00+00:00,,367.6,,1034.73,10447.12,5.58,,,,399.37
2019-12-26 01:00:00+00:00,,366.74,,1034.9,10083.58,5.6,,,,383.89
2019-12-26 02:00:00+00:00,,364.35,,1033.96,10264.72,5.37,,,,425.23
2019-12-26 03:00:00+00:00,,362.88,,1034.06,10368.67,3.19,,,,394.68
2019-12-26 04:00:00+00:00,,365.32,,1032.42,11395.14,2.48,,,,336.08
2019-12-26 05:00:00+00:00,,361.27,,1031.46,11930.01,2.5,,,,337.91
2019-12-26 06:00:00+00:00,,367.05,,1031.73,12415.95,2.39,,,,228.56
2019-12-26 07:00:00+00:00,,369.85,,1031.98,13350.66,2.61,,,,192.77
2019-12-26 08:00:00+00:00,,359.55,,1029.93,14581.31,3.16,,,,209.04
2019-12-26 09:00:00+00:00,,360.13,,1032.5,14688.41,2.6,,,,203.47
2019-12-26 10:00:00+00:00,,361.22,,1031.94,15646.29,2.34,,,,188.12
2019-12-26 11:00:00+00:00,,356.94,,1031.34,15744.58,2.43,,,,216.71
2019-12-26 12:00:00+00:00,,358.83,,1030.19,15650.66,2.9,,,,152.53
2019-12-26 13:00:00+00:00,,360.56,,1025.99,16700.49,2.38,,,,178.06
2019-12-26 14:00:00+00:00,,356.2,,1032.85,18545.74,2.16,,,,171.04
2019-12-26 15:00:00+00:00,,371.81,,1033.22,19283.66,1.74,,,,164.21
2019-12-26 16:00:00+00:00,,370.54,,1032.94,19961.4,0.35,,,,188.66
2019-12-26 17:00:00+00:00,,372.05,,1032.69,19674.47,0.4,,,,192.76
2019-12-26 18:00:00+00:00,,372.67,,1032.82,18183.42,0.45,,,,162.23
2019-12-26 19:00:00+00:00,,367.6,,1031.98,15886.69,0.5,,,,182.77
2019-12-26 20:00:00+00:00,,369.05,,1027.53,14431.71,0.6,,,,239.83
2019-12-26 21:00:00+00:00,,367.09,,1027.65,13761.58,0.7,,,,254.38
2019-12-26 22:00:00+00:00,,360.71,,1026.52,12074.28,0.7,,,,264.75
2019-12-26 23:00:00+00:00,,365.41,,1014.33,11788.77,0.8,,,,216.93
2019-12-27 00:00:00+00:00,,365.32,,1014.26,11368.46,0.8,,,,242.07
2019-12-27 01:00:00+00:00,,364.8,,1014.74,10927.92,0.9,,,,238.18
2019-12-27 02:00:00+00:00,,366.39,,1013.91,10961.0,1.05,,,,249.51
2019-12-27 03:00:00+00:00,,363.14,,1014.74,11699.36,1.2,,,,279.63
2019-12-27 04:00:00+00:00,,365.8,,1017.71,12554.59,1.4,,,,395.96
2019-12-27 05:00:00+00:00,,368.08,,1017.85,13784.82,1.55,,,,391.96
2019-12-27 06:00:00+00:00,,367.01,,1022.11,16977.55,1.65,,,,373.24
2019-12-27 07:00:00+00:00,,366.76,,1019.82,18681.72,17.94,,,,428.8
2019-12-27 08:00:00+00:00,,358.65,,1031.12,19613.02,21.55,,,,519.78
2019-12-27 09:00:00+00:00,,363.85,,1030.39,19915.76,25.88,,,,624.65
2019-12-27 10:00:00+00:00,,358.85,,1026.31,20547.24,29.94,,,,745.47
2019-12-27 11:00:00+00:00,,364.54,,1028.43,20718.51,36.73,,,,812.88
2019-12-27 12:00:00+00:00,,357.65,,1028.35,20877.02,40.21,,,,925.86
2019-12-27 13:00:00+00:00,,360.26,,1027.14,21584.56,43.54,,,,905.86
2019-12-27 14:00:00+00:00,,359.4,,1025.65,22010.59,46.67,,,,871.89
2019-12-27 15:00:00+00:00,,356.9,,1026.54,21978.93,48.69,,,,1058.65
2019-12-27 16:00:00+00:00,,358.59,,1027.65,21839.72,50.46,,,,1015.02
2019-12-27 17:00:00+00:00,,357.4,,1028.02,21612.48,51.9,,,,1071.89
2019-12-27 18:00:00+00:00,,366.76,,1028.41,20927.53,52.36,,,,1132.62
2019-12-27 19:00:00+00:00,,367.74,,1027.18,19223.35,52.59,,,,1074.03
2019-12-27 20:00:00+00:00,,370.68,,1025.26,16675.13,51.63,,,,1157.48
2019-12-27 21:00:00+00:00,,368.38,,1022.47,14765.11,49.91,,,,1256.34
2019-12-27 22:00:00+00:00,,368.35,,1016.82,12435.52,49.24,,,,1313.52
2019-12-27 23:00:00+00:00,,365.05,,991.8,12195.17,41.64,,,,1302.84
2019-12-28 00:00:00+00:00,,367.08,,978.79,11724.44,41.07,,,,1262.95
2019-12-28 01:00:00+00:00,,366.71,,973.0,10893.86,39.75,,,,1279.26
2019-12-28 02:00:00+00:00,,366.14,,968.29,10489.2,39.96,,,,1399.49
2019-12-28 03:00:00+00:00,,356.5,,966.9,10174.68,41.54,,,,1474.25
2019-12-28 04:00:00+00:00,,364.35,,968.85,10099.26,42.33,,,,1650.73
2019-12-28 05:00:00+00:00,,360.46,,970.77,10679.7,43.08,,,,1450.28
2019-12-28 06:00:00+00:00,,364.54,,971.54,11912.73,43.34,,,,1410.11
2019-12-28 07:00:00+00:00,,365.05,,975.51,13953.31,43.27,,,,1421.35
2019-12-28 08:00:00+00:00,,364.95,,978.35,16608.72,43.09,,,,1329.22
2019-12-28 09:00:00+00:00,,370.36,,983.15,17338.65,43.59,,,,1364.2
2019-12-28 10:00:00+00:00,,372.4,,986.15,15851.97,43.12,,,,1329.91
2019-12-28 11:00:00+00:00,,367.33,,987.6,14676.34,44.42,,,,1270.63
2019-12-28 12:00:00+00:00,,372.46,,988.3,14593.64,44.76,,,,1191.41
2019-12-28 13:00:00+00:00,,374.05,,990.54,15476.27,45.08,,,,1342.4
2019-12-28 14:00:00+00:00,,374.84,,993.93,17523.53,44.24,,,,1394.71
2019-12-28 15:00:00+00:00,,372.36,,996.61,18597.21,42.47,,,,1380.32
2019-12-28 16:00:00+00:00,,370.28,,1002.41,18548.28,41.7,,,,1592.4
2019-12-28 17:00:00+00:00,,366.62,,1004.92,17615.23,41.64,,,,1660.44
2019-12-28 18:00:00+00:00,,370.26,,1008.41,16443.46,40.22,,,,1593.69
2019-12-28 19:00:00+00:00,,371.04,,1010.91,14924.05,40.74,,,,1710.09
2019-12-28 20:00:00+00:00,,372.66,,1010.08,13522.69,40.59,,,,1661.59
2019-12-28 21:00:00+00:00,,373.25,,1014.16,12424.68,39.64,,,,1674.05
2019-12-28 22:00:00+00:00,,375.36,,1016.38,10545.51,39.62,,,,1706.19
2019-12-28 23:00:00+00:00,,372.05,,1017.1,10258.14,39.18,,,,1579.21
2019-12-29 00:00:00+00:00,,374.86,,1011.6,9898.17,41.1,,,,1495.84
2019-12-29 01:00:00+00:00,,375.78,,1011.32,9620.56,41.13,,,,1537.23
2019-12-29 02:00:00+00:00,,377.88,,1011.21,8811.72,41.51,,,,1591.38
2019-12-29 03:00:00+00:00,,372.29,,1018.18,8546.48,41.63,,,,1604.42
2019-12-29 04:00:00+00:00,,376.4,,1029.71,8400.04,41.29,,,,1627.21
2019-12-29 05:00:00+00:00,,377.2,,1043.82,8420.99,40.99,,,,1597.14
2019-12-29 06:00:00+00:00,,373.24,,1055.45,8108.14,41.27,,,,1541.37
2019-12-29 07:00:00+00:00,,372.37,,1066.57,8131.87,41.37,,,,1506.77
2019-12-29 08:00:00+00:00,,372.79,,1080.43,9566.44,41.09,,,,1553.27
2019-12-29 09:00:00+00:00,,373.21,,1105.91,10174.83,41.31,,,,1439.87
2019-12-29 10:00:00+00:00,,373.69,,1126.06,10285.75,41.13,,,,1455.77
2019-12-29 11:00:00+00:00,,372.85,,1145.34,10571.39,42.8,,,,1575.1
2019-12-29 12:00:00+00:00,,376.62,,1158.7,9862.5,43.09,,,,1587.0
2019-12-29 13:00:00+00:00,,370.73,,1172.2,10524.22,44.06,,,,1660.19
2019-12-29 14:00:00+00:00,,374.93,,1175.33,11534.12,45.81,,,,1641.66
2019-12-29 15:00:00+00:00,,376.65,,1192.94,11613.43,46.4,,,,1625.79
2019-12-29 16:00:00+00:00,,374.46,,1200.87,11706.56,47.93,,,,1639.02
2019-12-29 17:00:00+00:00,,375.82,,1202.99,11085.76,47.95,,,,1609.91
2019-12-29 18:00:00+00:00,,377.51,,1205.38,10644.01,48.11,,,,1625.48
2019-12-29 19:00:00+00:00,,372.27,,1213.46,10146.5,48.13,,,,1648.63
2019-12-29 20:00:00+00:00,,376.87,,1216.99,9456.25,47.68,,,,1646.7
2019-12-29 21:00:00+00:00,,361.94,,1223.8,8849.01,47.67,,,,1689.48
2019-12-29 22:00:00+00:00,,359.24,,1220.78,8365.23,48.39,,,,1661.68
2019-12-29 23:00:00+00:00,,358.63,,1257.71,7957.52,49.05,,,,1608.45
2019-12-30 00:00:00+00:00,,360.73,,1262.92,7828.74,48.63,,,,1617.1
2019-12-30 01:00:00+00:00,,365.83,,1262.93,7691.13,48.72,,,,1616.74
2019-12-30 02:00:00+00:00,,370.73,,1262.21,7614.21,48.66,,,,1632.39
2019-12-30 03:00:00+00:00,,370.83,,1263.69,7507.02,48.61,,,,1665.27
2019-12-30 04:00:00+00:00,,372.03,,1265.93,7844.3,48.46,,,,1654.76
2019-12-30 05:00:00+00:00,,372.93,,1258.21,8414.39,48.73,,,,1715.8
2019-12-30 06:00:00+00:00,,376.33,,1270.37,9813.57,49.17,,,,1691.07
2019-12-30 07:00:00+00:00,,374.83,,1283.44,11446.41,49.23,,,,1571.05
2019-12-30 08:00:00+00:00,,374.73,,1293.24,11517.57,48.78,,,,1550.25
2019-12-30 09:00:00+00:00,,370.71,,1303.71,10680.46,48.77,,,,1538.43
2019-12-30 10:00:00+00:00,,371.98,,1306.75,10820.99,48.45,,,,1522.02
2019-12-30 11:00:00+00:00,,373.08,,1318.39,10970.11,47.78,,,,1498.98
2019-12-30 12:00:00+00:00,,375.34,,1314.28,10709.2,47.09,,,,1568.06
2019-12-30 13:00:00+00:00,,375.32,,1308.79,11402.43,42.45,,,,1639.8
2019-12-30 14:00:00+00:00,,369.4,,1307.69,12505.98,42.19,,,,1668.2
2019-12-30 15:00:00+00:00,,357.41,,1308.34,12740.6,41.18,,,,1647.77
2019-12-30 16:00:00+00:00,,371.21,,1311.07,12899.01,40.35,,,,1643.41
2019-12-30 17:00:00+00:00,,366.4,,1310.18,12880.84,38.32,,,,1583.46
2019-12-30 18:00:00+00:00,,367.14,,1307.75,10878.08,37.67,,,,1581.12
2019-12-30 19:00:00+00:00,,366.96,,1296.56,9837.02,37.63,,,,1588.13
2019-12-30 20:00:00+00:00,,372.4,,1292.88,9176.31,39.83,,,,1546.08
2019-12-30 21:00:00+00:00,,371.48,,1293.55,8826.54,41.9,,,,1566.99
2019-12-30 22:00:00+00:00,,372.65,,1293.17,8187.33,43.29,,,,1589.59
2019-12-30 23:00:00+00:00,,370.51,,1372.14,8054.17,44.65,,,,1604.29
2019-12-31 00:00:00+00:00,,371.74,,1379.57,7902.1,44.2,,,,1642.06
2019-12-31 01:00:00+00:00,,373.16,,1385.45,7707.1,42.43,,,,1683.97
2019-12-31 02:00:00+00:00,,369.54,,1389.11,7682.07,39.7,,,,1636.19
2019-12-31 03:00:00+00:00,,367.06,,1384.88,7974.06,36.12,,,,1661.33
2019-12-31 04:00:00+00:00,,373.73,,1387.44,8514.59,31.23,,,,1638.08
2019-12-31 05:00:00+00:00,,371.91,,1387.4,9103.96,26.49,,,,1610.01
2019-12-31 06:00:00+00:00,,373.12,,1386.52,10124.41,23.91,,,,1770.92
2019-12-31 07:00:00+00:00,,374.86,,1379.48,11524.57,23.2,,,,1684.62
2019-12-31 08:00:00+00:00,,375.33,,1375.17,12518.91,24.24,,,,1629.89
2019-12-31 09:00:00+00:00,,378.17,,1382.1,12263.68,28.53,,,,1593.98
2019-12-31 10:00:00+00:00,,375.22,,1379.48,12319.69,32.73,,,,1563.34
2019-12-31 11:00:00+00:00,,374.98,,1380.99,13119.32,37.68,,,,1573.73
2019-12-31 12:00:00+00:00,,378.23,,1371.61,13438.64,41.06,,,,1501.19
2019-12-31 13:00:00+00:00,,376.4,,1368.97,14414.33,41.87,,,,1432.26
2019-12-31 14:00:00+00:00,,377.37,,1365.44,15645.5,42.32,,,,1420.03
2019-12-31 15:00:00+00:00,,375.88,,1359.21,16607.03,42.78,,,,1356.8
2019-12-31 16:00:00+00:00,,376.64,,1360.02,17227.39,43.81,,,,1389.38
2019-12-31 17:00:00+00:00,,376.08,,1354.8,16349.66,44.87,,,,1344.95
2019-12-31 18:00:00+00:00,,375.79,,1351.22,14752.87,45.2,,,,1386.17
2019-12-31 19:00:00+00:00,,372.63,,1349.37,13683.01,45.67,,,,1446.35
2019-12-31 20:00:00+00:00,,371.46,,1346.56,13371.19,45.84,,,,1516.0
2019-12-31 21:00:00+00:00,,372.53,,1345.07,13479.79,45.01,,,,1507.63
2019-12-31 22:00:00+00:00,,371.98,,1341.21,12842.12,47.23,,,,1465.51
2019-12-31 23:00:00+00:00,,375.23,,1367.65,13716.28,53.63,,,,1422.25
2020-01-01 00:00:00+00:00,,,,,,,,,,
2020-01-01 01:00:00+00:00,,375.74,,1372.34,13027.23,53.95,,,,1276.45
2020-01-01 02:00:00+00:00,,379.08,,1372.75,12004.72,53.27,,,,1273.71
2020-01-01 03:00:00+00:00,,375.39,,1371.07,11098.72,53.87,,,,1250.33
2020-01-01 04:00:00+00:00,,373.94,,1364.71,9669.62,53.33,,,,1181.44
2020-01-01 05:00:00+00:00,,374.34,,1364.8,9218.08,52.27,,,,1136.46
2020-01-01 06:00:00+00:00,,373.13,,1362.09,9341.97,51.21,,,,1210.55
2020-01-01 07:00:00+00:00,,377.75,,1360.96,10112.06,49.34,,,,1241.48
2020-01-01 08:00:00+00:00,,374.12,,1359.53,10239.7,46.54,,,,1206.0
2020-01-01 09:00:00+00:00,,374.49,,1355.77,10643.23,46.45,,,,1239.89
2020-01-01 10:00:00+00:00,,375.92,,1353.66,11377.61,46.45,,,,1279.85
2020-01-01 11:00:00+00:00,,320.49,,1360.55,12113.98,46.45,,,,1256.74
2020-01-01 12:00:00+00:00,,313.16,,1362.7,12360.6,46.45,,,,1276.36
2020-01-01 13:00:00+00:00,,315.5,,1360.51,12925.3,46.46,,,,1245.64
2020-01-01 14:00:00+00:00,,311.66,,1359.79,13630.67,46.45,,,,1279.76
2020-01-01 15:00:00+00:00,,313.63,,1357.44,14437.92,46.45,,,,1237.75
2020-01-01 16:00:00+00:00,,307.03,,1336.77,14888.01,46.45,,,,1224.31
2020-01-01 17:00:00+00:00,,311.42,,1357.11,14566.56,46.45,,,,1354.6
2020-01-01 18:00:00+00:00,,309.2,,1357.05,14065.94,46.45,,,,1431.25
2020-01-01 19:00:00+00:00,,307.21,,1358.72,13043.77,46.44,,,,1496.43
2020-01-01 20:00:00+00:00,,306.89,,1360.58,12365.66,46.45,,,,1537.41
2020-01-01 21:00:00+00:00,,308.26,,1364.87,10721.76,44.55,,,,1562.97
2020-01-01 22:00:00+00:00,,306.58,,1366.12,10000.86,45.61,,,,1559.15
2020-01-01 23:00:00+00:00,,310.64,,1353.26,8816.17,44.23,,,,1598.79
2020-01-02 00:00:00+00:00,,327.06,,1351.81,8244.41,39.63,,,,1578.14
2020-01-02 01:00:00+00:00,,352.1,,1353.59,8408.32,34.81,,,,1612.2
2020-01-02 02:00:00+00:00,,339.55,,1351.99,8226.77,33.51,,,,1658.8
2020-01-02 03:00:00+00:00,,343.7,,1349.64,8478.76,32.38,,,,1614.83
2020-01-02 04:00:00+00:00,,345.33,,1351.34,9567.04,30.79,,,,1558.54
2020-01-02 05:00:00+00:00,,347.91,,1348.16,11290.05,28.55,,,,1532.99
2020-01-02 06:00:00+00:00,,351.44,,1347.33,12127.93,26.77,,,,1520.94
2020-01-02 07:00:00+00:00,,356.52,,1351.95,12968.38,26.65,,,,1476.7
2020-01-02 08:00:00+00:00,,349.75,,1345.98,13072.71,25.1,,,,1418.61
2020-01-02 09:00:00+00:00,,362.69,,1346.76,13313.79,27.44,,,,1457.11
2020-01-02 10:00:00+00:00,,358.67,,1354.38,13340.37,26.96,,,,1470.77
2020-01-02 11:00:00+00:00,,358.19,,1354.68,13260.7,30.08,,,,1581.31
2020-01-02 12:00:00+00:00,,354.79,,1353.73,13286.66,31.13,,,,1629.79
2020-01-02 13:00:00+00:00,,363.86,,1354.23,13425.01,7.95,,,,1664.8
2020-01-02 14:00:00+00:00,,361.11,,1355.77,13726.11,7.54,,,,1739.8
2020-01-02 15:00:00+00:00,,360.52,,1354.01,14029.17,7.55,,,,1814.55
2020-01-02 16:00:00+00:00,,361.32,,1358.68,13638.64,7.7,,,,1802.53
2020-01-02 17:00:00+00:00,,362.36,,1361.35,13233.82,10.26,,,,1876.74
2020-01-02 18:00:00+00:00,,362.1,,1362.09,12398.06,18.91,,,,1883.67
2020-01-02 19:00:00+00:00,,361.24,,1364.05,11191.64,20.05,,,,1840.7
2020-01-02 20:00:00+00:00,,360.76,,1369.04,10410.14,23.21,,,,1895.39
2020-01-02 21:00:00+00:00,,360.22,,1367.88,9549.7,22.35,,,,1811.3
2020-01-02 22:00:00+00:00,,361.3,,1372.4,8441.34,19.56,,,,1887.3
2020-01-02 23:00:00+00:00,,366.08,,1408.7,8207.65,20.22,,,,1829.58
2020-01-03 00:00:00+00:00,,376.55,,1407.18,7926.38,25.05,,,,1832.75
2020-01-03 01:00:00+00:00,,371.1,,1402.57,7325.93,24.62,,,,1881.06
2020-01-03 02:00:00+00:00,,372.54,,1402.23,6759.77,24.47,,,,1856.41
2020-01-03 03:00:00+00:00,,370.8,,1402.23,6583.9,24.13,,,,1852.39
2020-01-03 04:00:00+00:00,,367.98,,1406.17,7299.79,22.77,,,,1905.85
2020-01-03 05:00:00+00:00,,370.66,,1415.13,9563.96,23.54,,,,1790.31
2020-01-03 06:00:00+00:00,,366.79,,1416.42,11309.3,22.56,,,,1820.61
2020-01-03 07:00:00+00:00,,367.51,,1409.12,12980.74,24.2,,,,1855.28
2020-01-03 08:00:00+00:00,,371.02,,1411.51,13626.46,23.87,,,,1833.62
2020-01-03 09:00:00+00:00,,367.65,,1410.02,14198.72,22.71,,,,1869.62
2020-01-03 10:00:00+00:00,,374.8,,1413.08,14745.77,21.89,,,,1867.79
2020-01-03 11:00:00+00:00,,372.71,,1404.14,14768.46,21.23,,,,1958.31
2020-01-03 12:00:00+00:00,,373.57,,1412.71,14593.22,22.38,,,,1949.03
2020-01-03 13:00:00+00:00,,371.51,,1407.06,14675.2,21.46,,,,1958.9
2020-01-03 14:00:00+00:00,,369.51,,1400.97,15114.49,21.69,,,,1914.25
2020-01-03 15:00:00+00:00,,371.55,,1398.46,15349.82,19.04,,,,1843.5
2020-01-03 16:00:00+00:00,,370.9,,1395.43,15358.99,21.69,,,,1820.45
2020-01-03 17:00:00+00:00,,369.54,,1388.98,14774.26,22.41,,,,1747.64
2020-01-03 18:00:00+00:00,,371.22,,1384.49,14026.31,23.23,,,,1684.22
2020-01-03 19:00:00+00:00,,377.77,,1379.99,12514.15,23.29,,,,1712.82
2020-01-03 20:00:00+00:00,,373.39,,1375.02,11359.83,22.46,,,,1749.93
2020-01-03 21:00:00+00:00,,373.45,,1373.3,10401.99,20.96,,,,1719.97
2020-01-03 22:00:00+00:00,,373.57,,1366.61,9691.7,50.02,,,,1712.98
2020-01-03 23:00:00+00:00,,367.97,,1340.24,9436.16,55.3,,,,1762.79
2020-01-04 00:00:00+00:00,,371.12,,1330.15,9158.85,55.92,,,,1824.58
2020-01-04 01:00:00+00:00,,367.12,,1317.42,9117.88,56.36,,,,1886.57
2020-01-04 02:00:00+00:00,,363.62,,1312.28,8710.06,54.47,,,,1920.03
2020-01-04 03:00:00+00:00,,369.08,,1308.46,8506.92,53.81,,,,1990.05
2020-01-04 04:00:00+00:00,,368.68,,1305.26,8372.75,54.27,,,,1989.35
2020-01-04 05:00:00+00:00,,366.25,,1295.76,8399.65,57.22,,,,2040.43
2020-01-04 06:00:00+00:00,,366.51,,1295.0,9304.81,58.35,,,,2109.96
2020-01-04 07:00:00+00:00,,372.12,,1294.61,10402.42,57.76,,,,2104.41
2020-01-04 08:00:00+00:00,,370.85,,1290.78,11291.79,55.94,,,,2088.27
2020-01-04 09:00:00+00:00,,374.34,,1286.44,11611.72,54.46,,,,2030.94
2020-01-04 10:00:00+00:00,,372.3,,1275.24,11378.88,52.76,,,,2015.65
2020-01-04 11:00:00+00:00,,366.48,,1270.98,11368.05,22.43,,,,1984.97
2020-01-04 12:00:00+00:00,,374.98,,1267.05,11400.07,21.07,,,,1932.69
2020-01-04 13:00:00+00:00,,373.19,,1266.05,11562.72,18.51,,,,1875.22
2020-01-04 14:00:00+00:00,,372.62,,1262.06,12264.75,15.4,,,,1813.24
2020-01-04 15:00:00+00:00,,373.31,,1259.67,13406.37,13.35,,,,1680.01
2020-01-04 16:00:00+00:00,,372.33,,1258.72,13976.17,13.92,,,,1525.89
2020-01-04 17:00:00+00:00,,371.34,,1253.35,14648.26,13.82,,,,1436.08
2020-01-04 18:00:00+00:00,,366.66,,1249.44,14728.95,13.88,,,,1335.42
2020-01-04 19:00:00+00:00,,365.35,,1245.34,14626.15,7.84,,,,1289.98
2020-01-04 20:00:00+00:00,,368.08,,1240.84,14682.55,7.72,,,,1090.86
2020-01-04 21:00:00+00:00,,371.63,,1236.8,14650.73,7.75,,,,1026.73
2020-01-04 22:00:00+00:00,,370.73,,1233.57,14580.05,8.07,,,,1035.38
2020-01-04 23:00:00+00:00,,369.79,,1216.29,15156.18,7.99,,,,897.62
2020-01-05 00:00:00+00:00,,367.7,,1218.02,14534.46,23.05,,,,794.77
2020-01-05 01:00:00+00:00,,367.09,,1217.93,13884.5,25.32,,,,735.95
2020-01-05 02:00:00+00:00,,372.0,,1219.66,13499.48,26.2,,,,637.39
2020-01-05 03:00:00+00:00,,370.26,,1216.87,13345.04,23.12,,,,760.94
2020-01-05 04:00:00+00:00,,372.3,,1213.28,13338.03,22.67,,,,836.32
2020-01-05 05:00:00+00:00,,369.87,,1211.6,14049.51,22.75,,,,934.3
2020-01-05 06:00:00+00:00,,369.16,,1210.41,14912.46,23.36,,,,1223.69
2020-01-05 07:00:00+00:00,,369.38,,1216.32,15723.52,20.7,,,,1396.72
2020-01-05 08:00:00+00:00,,369.56,,1217.8,16698.37,20.85,,,,1608.42
2020-01-05 09:00:00+00:00,,371.75,,1221.62,16744.96,20.85,,,,1735.28
2020-01-05 10:00:00+00:00,,368.39,,1224.51,16100.19,21.46,,,,1779.25
2020-01-05 11:00:00+00:00,,369.43,,1230.58,16011.32,23.36,,,,1763.49
2020-01-05 12:00:00+00:00,,373.15,,1238.15,15762.35,24.9,,,,1740.6
2020-01-05 13:00:00+00:00,,369.81,,1246.24,15684.59,25.05,,,,1699.13
2020-01-05 14:00:00+00:00,,375.66,,1259.81,15807.24,24.96,,,,1705.07
2020-01-05 15:00:00+00:00,,375.75,,1272.33,16214.14,24.43,,,,1669.47
2020-01-05 16:00:00+00:00,,377.62,,1285.26,16504.27,23.29,,,,1561.67
2020-01-05 17:00:00+00:00,,375.51,,1300.44,16114.56,22.09,,,,1369.39
2020-01-05 18:00:00+00:00,,375.56,,1309.27,15447.78,21.3,,,,1299.98
2020-01-05 19:00:00+00:00,,374.66,,1314.44,14234.32,21.36,,,,1169.63
2020-01-05 20:00:00+00:00,,374.36,,1320.55,13680.2,21.37,,,,1308.85
