,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2015-10-19 17:00:00+00:00,276.0,1988.0,1757.0,996.0,765.0,37.0,5.0,,890.0,755.0
2015-10-19 18:00:00+00:00,268.0,1973.0,1756.0,947.0,828.0,36.0,0.0,,1369.0,767.0
2015-10-19 19:00:00+00:00,270.0,1727.0,1755.0,963.0,305.0,37.0,0.0,,2058.0,408.0
2015-10-19 20:00:00+00:00,262.0,1531.0,1756.0,770.0,179.0,36.0,0.0,,2485.0,-71.0
2015-10-19 21:00:00+00:00,260.0,1626.0,1755.0,699.0,173.0,36.0,0.0,,2649.0,-331.0
2015-10-19 22:00:00+00:00,269.0,1164.0,1756.0,373.0,59.0,37.0,0.0,,2750.0,-542.0
2015-10-19 23:00:00+00:00,271.0,710.0,1756.0,467.0,61.0,38.0,0.0,,2870.0,-659.0
2015-10-20 00:00:00+00:00,268.0,610.0,1752.0,383.0,57.0,38.0,0.0,,2888.0,-750.0
2015-10-20 01:00:00+00:00,270.0,612.0,1700.0,419.0,56.0,40.0,0.0,,2880.0,-751.0
2015-10-20 02:00:00+00:00,266.0,612.0,1687.0,397.0,56.0,39.0,0.0,,2748.0,-665.0
2015-10-20 03:00:00+00:00,264.0,611.0,1755.0,493.0,85.0,37.0,0.0,,2694.0,-359.0
2015-10-20 04:00:00+00:00,262.0,771.0,1759.0,618.0,100.0,37.0,0.0,,2742.0,-332.0
2015-10-20 05:00:00+00:00,264.0,962.0,1759.0,793.0,162.0,37.0,0.0,,2945.0,79.0
2015-10-20 06:00:00+00:00,263.0,1185.0,1758.0,800.0,323.0,37.0,0.0,,3124.0,174.0
2015-10-20 07:00:00+00:00,253.0,1397.0,1758.0,862.0,318.0,37.0,25.0,,3110.0,272.0
2015-10-20 08:00:00+00:00,258.0,1628.0,1757.0,866.0,299.0,38.0,80.0,,3038.0,237.0
2015-10-20 09:00:00+00:00,255.0,1440.0,1734.0,690.0,227.0,38.0,126.0,,2973.0,28.0
2015-10-20 10:00:00+00:00,254.0,1452.0,1745.0,758.0,243.0,39.0,160.0,,2823.0,28.0
2015-10-20 11:00:00+00:00,258.0,1426.0,1744.0,726.0,242.0,40.0,199.0,,2799.0,60.0
2015-10-20 12:00:00+00:00,261.0,1375.0,1743.0,725.0,223.0,40.0,222.0,,2741.0,-59.0
2015-10-20 13:00:00+00:00,258.0,1524.0,1755.0,562.0,28.0,41.0,206.0,,2387.0,-303.0
2015-10-20 14:00:00+00:00,264.0,1466.0,1757.0,660.0,29.0,41.0,189.0,,2291.0,-536.0
2015-10-20 15:00:00+00:00,264.0,1469.0,1757.0,637.0,29.0,39.0,143.0,,2431.0,-538.0
2015-10-20 16:00:00+00:00,262.0,1523.0,1757.0,691.0,29.0,39.0,69.0,,2385.0,-423.0
2015-10-20 17:00:00+00:00,258.0,1559.0,1757.0,757.0,36.0,37.0,9.0,,2501.0,-94.0
2015-10-20 18:00:00+00:00,265.0,1624.0,1757.0,856.0,319.0,39.0,0.0,,2785.0,491.0
2015-10-20 19:00:00+00:00,266.0,1597.0,1757.0,843.0,232.0,39.0,0.0,,3085.0,467.0
2015-10-20 20:00:00+00:00,261.0,1496.0,1756.0,747.0,171.0,37.0,0.0,,3229.0,281.0
2015-10-20 21:00:00+00:00,262.0,1131.0,1757.0,538.0,24.0,39.0,0.0,,3323.0,-361.0
2015-10-20 22:00:00+00:00,261.0,1100.0,1758.0,383.0,59.0,38.0,0.0,,3295.0,-303.0
2015-10-20 23:00:00+00:00,259.0,909.0,1742.0,226.0,59.0,39.0,0.0,,3141.0,-569.0
2015-10-21 00:00:00+00:00,260.0,890.0,1721.0,118.0,96.0,40.0,0.0,,3049.0,-714.0
2015-10-21 01:00:00+00:00,263.0,955.0,1708.0,43.0,80.0,41.0,0.0,,2915.0,-632.0
2015-10-21 02:00:00+00:00,259.0,903.0,1388.0,43.0,59.0,40.0,0.0,,2866.0,-786.0
2015-10-21 03:00:00+00:00,258.0,919.0,1590.0,47.0,59.0,40.0,0.0,,2915.0,-566.0
2015-10-21 04:00:00+00:00,259.0,1069.0,1729.0,261.0,59.0,40.0,0.0,,2855.0,-536.0
2015-10-21 05:00:00+00:00,259.0,1382.0,1757.0,612.0,94.0,41.0,0.0,,2704.0,-196.0
2015-10-21 06:00:00+00:00,260.0,1988.0,1757.0,683.0,249.0,39.0,0.0,,2442.0,129.0
2015-10-21 07:00:00+00:00,269.0,1895.0,1756.0,634.0,392.0,40.0,58.0,,2489.0,67.0
2015-10-21 08:00:00+00:00,269.0,1740.0,1756.0,600.0,395.0,40.0,188.0,,2401.0,75.0
2015-10-21 09:00:00+00:00,271.0,1904.0,1757.0,550.0,144.0,41.0,256.0,,2096.0,-308.0
2015-10-21 10:00:00+00:00,274.0,1812.0,1758.0,555.0,143.0,40.0,295.0,,1799.0,-383.0
2015-10-21 11:00:00+00:00,270.0,1857.0,1759.0,598.0,144.0,41.0,312.0,,1454.0,-414.0
2015-10-21 12:00:00+00:00,266.0,1806.0,1759.0,616.0,146.0,34.0,314.0,,1058.0,-426.0
2015-10-21 13:00:00+00:00,259.0,1910.0,1758.0,619.0,148.0,39.0,296.0,,726.0,-343.0
2015-10-21 14:00:00+00:00,261.0,1899.0,1758.0,573.0,159.0,40.0,276.0,,583.0,-211.0
2015-10-21 15:00:00+00:00,264.0,1898.0,1756.0,612.0,122.0,41.0,230.0,,537.0,-274.0
2015-10-21 16:00:00+00:00,266.0,1949.0,1756.0,577.0,199.0,40.0,126.0,,536.0,149.0
2015-10-21 17:00:00+00:00,268.0,1982.0,1756.0,740.0,648.0,40.0,16.0,,709.0,612.0
2015-10-21 18:00:00+00:00,283.0,1982.0,1757.0,833.0,644.0,40.0,0.0,,1048.0,915.0
2015-10-21 19:00:00+00:00,283.0,1887.0,1758.0,601.0,232.0,41.0,0.0,,1266.0,556.0
2015-10-21 20:00:00+00:00,282.0,1589.0,1758.0,404.0,61.0,38.0,0.0,,1449.0,236.0
2015-10-21 21:00:00+00:00,283.0,1355.0,1757.0,376.0,53.0,40.0,0.0,,1509.0,249.0
2015-10-21 22:00:00+00:00,285.0,1094.0,1739.0,131.0,29.0,40.0,0.0,,1609.0,-112.0
2015-10-21 23:00:00+00:00,286.0,893.0,1703.0,135.0,12.0,40.0,0.0,,1621.0,-840.0
2015-10-22 00:00:00+00:00,286.0,889.0,1597.0,35.0,1.0,42.0,0.0,,1503.0,-949.0
2015-10-22 01:00:00+00:00,285.0,903.0,1478.0,36.0,0.0,41.0,0.0,,1545.0,-927.0
2015-10-22 02:00:00+00:00,282.0,843.0,1325.0,39.0,0.0,41.0,0.0,,1526.0,-812.0
2015-10-22 03:00:00+00:00,279.0,888.0,1248.0,34.0,1.0,41.0,0.0,,1560.0,-687.0
2015-10-22 04:00:00+00:00,281.0,1061.0,1616.0,36.0,82.0,40.0,0.0,,1622.0,-268.0
2015-10-22 05:00:00+00:00,282.0,1346.0,1753.0,79.0,84.0,39.0,0.0,,1602.0,9.0
2015-10-22 06:00:00+00:00,281.0,1970.0,1758.0,445.0,602.0,41.0,0.0,,1409.0,260.0
2015-10-22 07:00:00+00:00,280.0,1826.0,1759.0,611.0,606.0,39.0,66.0,,1424.0,243.0
2015-10-22 08:00:00+00:00,282.0,1787.0,1758.0,450.0,35.0,41.0,193.0,,1260.0,207.0
2015-10-22 09:00:00+00:00,285.0,1742.0,1758.0,478.0,24.0,41.0,277.0,,961.0,218.0
2015-10-22 10:00:00+00:00,283.0,1843.0,1758.0,609.0,25.0,39.0,322.0,,674.0,-49.0
2015-10-22 11:00:00+00:00,285.0,1890.0,1758.0,626.0,72.0,40.0,343.0,,478.0,-137.0
2015-10-22 12:00:00+00:00,286.0,1715.0,1757.0,603.0,70.0,41.0,353.0,,379.0,-117.0
2015-10-22 13:00:00+00:00,282.0,1800.0,1758.0,598.0,146.0,40.0,342.0,,271.0,-165.0
2015-10-22 14:00:00+00:00,287.0,1852.0,1758.0,546.0,220.0,40.0,308.0,,213.0,-220.0
2015-10-22 15:00:00+00:00,294.0,2035.0,1757.0,472.0,181.0,40.0,246.0,,171.0,35.0
2015-10-22 16:00:00+00:00,292.0,2057.0,1757.0,601.0,200.0,41.0,139.0,,236.0,185.0
2015-10-22 17:00:00+00:00,287.0,2195.0,1757.0,796.0,732.0,41.0,16.0,,418.0,652.0
2015-10-22 18:00:00+00:00,289.0,2067.0,1758.0,1009.0,576.0,40.0,0.0,,548.0,616.0
2015-10-22 19:00:00+00:00,290.0,1833.0,1758.0,882.0,143.0,41.0,0.0,,803.0,524.0
2015-10-22 20:00:00+00:00,293.0,1812.0,1758.0,618.0,62.0,41.0,0.0,,1095.0,248.0
2015-10-22 21:00:00+00:00,296.0,1518.0,1758.0,510.0,11.0,41.0,0.0,,1259.0,-50.0
2015-10-22 22:00:00+00:00,294.0,1189.0,1757.0,276.0,20.0,40.0,0.0,,1377.0,-382.0
2015-10-22 23:00:00+00:00,299.0,799.0,1758.0,247.0,33.0,42.0,0.0,,1527.0,-738.0
2015-10-23 00:00:00+00:00,296.0,924.0,1710.0,276.0,51.0,41.0,0.0,,1556.0,-881.0
2015-10-23 01:00:00+00:00,297.0,870.0,1448.0,246.0,50.0,41.0,0.0,,1369.0,-699.0
2015-10-23 02:00:00+00:00,292.0,959.0,1378.0,164.0,50.0,41.0,0.0,,1332.0,-382.0
2015-10-23 03:00:00+00:00,289.0,1005.0,1433.0,159.0,51.0,40.0,0.0,,999.0,-296.0
2015-10-23 04:00:00+00:00,291.0,1097.0,1614.0,144.0,51.0,33.0,0.0,,760.0,-6.0
2015-10-23 05:00:00+00:00,292.0,1260.0,1758.0,548.0,145.0,32.0,0.0,,778.0,353.0
2015-10-23 06:00:00+00:00,292.0,1937.0,1759.0,835.0,805.0,32.0,0.0,,737.0,743.0
2015-10-23 07:00:00+00:00,292.0,1966.0,1758.0,799.0,887.0,31.0,11.0,,598.0,623.0
2015-10-23 08:00:00+00:00,292.0,1971.0,1757.0,814.0,838.0,32.0,61.0,,530.0,625.0
2015-10-23 09:00:00+00:00,287.0,2016.0,1757.0,926.0,793.0,27.0,93.0,,432.0,534.0
2015-10-23 10:00:00+00:00,284.0,2022.0,1758.0,949.0,745.0,27.0,95.0,,351.0,553.0
2015-10-23 11:00:00+00:00,292.0,1997.0,1758.0,874.0,263.0,32.0,111.0,,310.0,384.0
2015-10-23 12:00:00+00:00,294.0,1972.0,1757.0,820.0,174.0,33.0,125.0,,331.0,244.0
2015-10-23 13:00:00+00:00,285.0,1908.0,1757.0,749.0,80.0,33.0,118.0,,379.0,112.0
2015-10-23 14:00:00+00:00,279.0,1945.0,1757.0,801.0,56.0,33.0,91.0,,340.0,125.0
2015-10-23 15:00:00+00:00,280.0,1974.0,1757.0,1134.0,57.0,30.0,61.0,,297.0,187.0
2015-10-23 16:00:00+00:00,280.0,1924.0,1758.0,1100.0,209.0,30.0,24.0,,350.0,293.0
2015-10-23 17:00:00+00:00,287.0,2033.0,1759.0,1048.0,413.0,32.0,2.0,,436.0,462.0
2015-10-23 18:00:00+00:00,292.0,1989.0,1758.0,1134.0,750.0,33.0,0.0,,482.0,785.0
2015-10-23 19:00:00+00:00,297.0,1842.0,1757.0,1078.0,652.0,39.0,0.0,,402.0,733.0
2015-10-23 20:00:00+00:00,296.0,1629.0,1757.0,1204.0,236.0,40.0,0.0,,380.0,281.0
2015-10-23 21:00:00+00:00,293.0,1525.0,1757.0,1072.0,62.0,41.0,0.0,,496.0,45.0
2015-10-23 22:00:00+00:00,295.0,1390.0,1758.0,705.0,29.0,40.0,0.0,,482.0,50.0
2015-10-23 23:00:00+00:00,289.0,977.0,1757.0,619.0,55.0,39.0,0.0,,511.0,-40.0
2015-10-24 00:00:00+00:00,291.0,854.0,1757.0,316.0,22.0,40.0,0.0,,495.0,-589.0
2015-10-24 01:00:00+00:00,291.0,847.0,1755.0,276.0,22.0,38.0,0.0,,496.0,-676.0
2015-10-24 02:00:00+00:00,285.0,905.0,1755.0,183.0,59.0,37.0,0.0,,392.0,-740.0
2015-10-24 03:00:00+00:00,291.0,862.0,1755.0,148.0,59.0,37.0,0.0,,307.0,-615.0
2015-10-24 04:00:00+00:00,288.0,880.0,1756.0,74.0,59.0,38.0,0.0,,287.0,-136.0
2015-10-24 05:00:00+00:00,288.0,1016.0,1589.0,258.0,88.0,37.0,0.0,,230.0,62.0
2015-10-24 06:00:00+00:00,285.0,1444.0,1467.0,483.0,173.0,35.0,0.0,,167.0,280.0
2015-10-24 07:00:00+00:00,287.0,1674.0,1467.0,716.0,206.0,36.0,4.0,,112.0,334.0
2015-10-24 08:00:00+00:00,296.0,1927.0,1530.0,839.0,439.0,39.0,17.0,,70.0,744.0
2015-10-24 09:00:00+00:00,297.0,1958.0,1637.0,867.0,811.0,38.0,34.0,,48.0,552.0
2015-10-24 10:00:00+00:00,299.0,1956.0,1689.0,913.0,748.0,39.0,50.0,,56.0,532.0
2015-10-24 11:00:00+00:00,296.0,1975.0,1689.0,1006.0,436.0,39.0,58.0,,60.0,684.0
2015-10-24 12:00:00+00:00,297.0,1880.0,1691.0,1013.0,278.0,38.0,56.0,,62.0,444.0
2015-10-24 13:00:00+00:00,296.0,1758.0,1690.0,951.0,131.0,38.0,58.0,,68.0,475.0
2015-10-24 14:00:00+00:00,294.0,1729.0,1691.0,938.0,111.0,38.0,52.0,,72.0,476.0
2015-10-24 15:00:00+00:00,296.0,1719.0,1690.0,981.0,115.0,39.0,34.0,,67.0,428.0
2015-10-24 16:00:00+00:00,292.0,1716.0,1689.0,1004.0,313.0,38.0,13.0,,78.0,413.0
2015-10-24 17:00:00+00:00,297.0,1775.0,1690.0,1001.0,307.0,39.0,1.0,,128.0,402.0
2015-10-24 18:00:00+00:00,289.0,1794.0,1694.0,1068.0,719.0,38.0,0.0,,259.0,572.0
2015-10-24 19:00:00+00:00,294.0,1850.0,1756.0,764.0,423.0,37.0,0.0,,398.0,536.0
2015-10-24 20:00:00+00:00,290.0,1793.0,1759.0,626.0,194.0,38.0,0.0,,495.0,487.0
2015-10-24 21:00:00+00:00,289.0,1328.0,1759.0,551.0,147.0,38.0,0.0,,573.0,82.0
2015-10-24 22:00:00+00:00,288.0,920.0,1760.0,403.0,39.0,38.0,0.0,,567.0,-89.0
2015-10-24 23:00:00+00:00,287.0,669.0,1758.0,355.0,14.0,38.0,0.0,,486.0,-284.0
2015-10-25 00:00:00+00:00,285.0,587.0,1591.0,210.0,0.0,38.0,0.0,,476.0,-532.0
2015-10-25 01:00:00+00:00,283.0,587.0,1556.0,237.0,0.0,37.0,0.0,,545.0,-739.0
2015-10-25 02:00:00+00:00,283.0,588.0,1550.0,145.0,0.0,37.0,0.0,,752.0,-938.0
2015-10-25 03:00:00+00:00,282.0,588.0,1420.0,173.0,0.0,38.0,0.0,,1061.0,-931.0
2015-10-25 04:00:00+00:00,286.0,591.0,1288.0,229.0,0.0,36.0,0.0,,1369.0,-900.0
2015-10-25 05:00:00+00:00,285.0,589.0,1211.0,390.0,0.0,37.0,0.0,,1576.0,-872.0
2015-10-25 06:00:00+00:00,282.0,589.0,1273.0,521.0,42.0,37.0,0.0,,1559.0,-517.0
2015-10-25 07:00:00+00:00,287.0,679.0,1324.0,484.0,31.0,38.0,5.0,,1641.0,-555.0
2015-10-25 08:00:00+00:00,288.0,816.0,1546.0,546.0,40.0,37.0,31.0,,1600.0,-557.0
2015-10-25 09:00:00+00:00,297.0,1003.0,1756.0,677.0,85.0,38.0,70.0,,1447.0,-218.0
2015-10-25 10:00:00+00:00,288.0,1016.0,1755.0,675.0,61.0,37.0,121.0,,1187.0,-166.0
2015-10-25 11:00:00+00:00,282.0,1016.0,1757.0,638.0,49.0,36.0,159.0,,1075.0,-200.0
2015-10-25 12:00:00+00:00,285.0,1017.0,1755.0,568.0,101.0,36.0,154.0,,915.0,-59.0
2015-10-25 13:00:00+00:00,291.0,1014.0,1755.0,481.0,70.0,36.0,158.0,,731.0,102.0
2015-10-25 14:00:00+00:00,284.0,953.0,1755.0,464.0,64.0,36.0,139.0,,697.0,-54.0
2015-10-25 15:00:00+00:00,289.0,966.0,1756.0,362.0,126.0,37.0,88.0,,654.0,-50.0
2015-10-25 16:00:00+00:00,289.0,963.0,1756.0,376.0,154.0,37.0,34.0,,608.0,389.0
2015-10-25 17:00:00+00:00,287.0,967.0,1756.0,434.0,267.0,36.0,2.0,,632.0,591.0
2015-10-25 18:00:00+00:00,292.0,1024.0,1757.0,555.0,341.0,37.0,0.0,,742.0,545.0
2015-10-25 19:00:00+00:00,292.0,1023.0,1756.0,705.0,223.0,38.0,0.0,,941.0,509.0
2015-10-25 20:00:00+00:00,288.0,1024.0,1756.0,531.0,175.0,37.0,0.0,,1085.0,496.0
2015-10-25 21:00:00+00:00,295.0,1009.0,1756.0,485.0,26.0,38.0,0.0,,1358.0,-23.0
2015-10-25 22:00:00+00:00,293.0,852.0,1756.0,541.0,0.0,36.0,0.0,,1392.0,50.0
2015-10-25 23:00:00+00:00,293.0,852.0,1756.0,541.0,0.0,36.0,0.0,,1392.0,50.0
2015-10-26 00:00:00+00:00,292.0,592.0,1539.0,444.0,34.0,36.0,0.0,,1569.0,-849.0
2015-10-26 01:00:00+00:00,286.0,592.0,1398.0,478.0,2.0,32.0,0.0,,1617.0,-826.0
2015-10-26 02:00:00+00:00,282.0,595.0,1251.0,380.0,0.0,28.0,0.0,,1770.0,-990.0
2015-10-26 03:00:00+00:00,280.0,596.0,1345.0,410.0,0.0,29.0,0.0,,1831.0,-825.0
2015-10-26 04:00:00+00:00,279.0,594.0,1663.0,374.0,55.0,28.0,0.0,,1771.0,-836.0
2015-10-26 05:00:00+00:00,273.0,753.0,1739.0,339.0,3.0,27.0,0.0,,1625.0,-2.0
2015-10-26 06:00:00+00:00,275.0,1115.0,1737.0,455.0,80.0,26.0,0.0,,1562.0,67.0
2015-10-26 07:00:00+00:00,276.0,1610.0,1752.0,562.0,192.0,26.0,14.0,,1455.0,316.0
2015-10-26 08:00:00+00:00,276.0,1650.0,1753.0,681.0,505.0,26.0,73.0,,1446.0,465.0
2015-10-26 09:00:00+00:00,275.0,1654.0,1753.0,767.0,800.0,27.0,144.0,,1407.0,540.0
2015-10-26 10:00:00+00:00,273.0,1641.0,1755.0,825.0,905.0,29.0,202.0,,1306.0,686.0
2015-10-26 11:00:00+00:00,277.0,1641.0,1755.0,826.0,692.0,29.0,211.0,,1356.0,768.0
2015-10-26 12:00:00+00:00,279.0,1617.0,1755.0,729.0,534.0,30.0,246.0,,1505.0,527.0
2015-10-26 13:00:00+00:00,281.0,1642.0,1754.0,726.0,251.0,30.0,225.0,,1721.0,459.0
2015-10-26 14:00:00+00:00,279.0,1692.0,1753.0,613.0,94.0,30.0,177.0,,1833.0,443.0
2015-10-26 15:00:00+00:00,275.0,1785.0,1753.0,622.0,129.0,29.0,99.0,,1871.0,391.0
2015-10-26 16:00:00+00:00,277.0,1841.0,1753.0,572.0,174.0,29.0,39.0,,1992.0,371.0
2015-10-26 17:00:00+00:00,277.0,2009.0,1754.0,586.0,657.0,30.0,3.0,,2016.0,706.0
2015-10-26 18:00:00+00:00,282.0,2107.0,1755.0,593.0,627.0,30.0,0.0,,2147.0,702.0
2015-10-26 19:00:00+00:00,283.0,2009.0,1754.0,689.0,534.0,28.0,0.0,,2317.0,512.0
2015-10-26 20:00:00+00:00,280.0,1809.0,1755.0,411.0,63.0,27.0,0.0,,2339.0,175.0
2015-10-26 21:00:00+00:00,274.0,1396.0,1755.0,375.0,20.0,28.0,0.0,,1978.0,149.0
2015-10-26 22:00:00+00:00,283.0,1040.0,1755.0,312.0,0.0,28.0,0.0,,2010.0,-257.0
2015-10-26 23:00:00+00:00,283.0,912.0,1734.0,352.0,0.0,28.0,0.0,,2135.0,-626.0
2015-10-27 00:00:00+00:00,282.0,631.0,1378.0,467.0,0.0,29.0,0.0,,2006.0,-906.0
2015-10-27 01:00:00+00:00,289.0,621.0,1366.0,373.0,0.0,37.0,0.0,,1854.0,-918.0
2015-10-27 02:00:00+00:00,288.0,622.0,1285.0,299.0,0.0,38.0,0.0,,1803.0,-839.0
2015-10-27 03:00:00+00:00,289.0,620.0,1360.0,314.0,2.0,39.0,0.0,,1766.0,-829.0
2015-10-27 04:00:00+00:00,284.0,618.0,1607.0,303.0,5.0,39.0,0.0,,1492.0,-654.0
2015-10-27 05:00:00+00:00,280.0,637.0,1755.0,414.0,60.0,38.0,0.0,,1267.0,-245.0
2015-10-27 06:00:00+00:00,284.0,882.0,1758.0,616.0,196.0,36.0,0.0,,1030.0,656.0
2015-10-27 07:00:00+00:00,283.0,1512.0,1758.0,606.0,112.0,37.0,24.0,,929.0,682.0
2015-10-27 08:00:00+00:00,274.0,1661.0,1758.0,470.0,230.0,34.0,71.0,,1009.0,714.0
2015-10-27 09:00:00+00:00,273.0,1596.0,1755.0,423.0,180.0,29.0,143.0,,1070.0,645.0
2015-10-27 10:00:00+00:00,286.0,1625.0,1756.0,437.0,71.0,38.0,199.0,,1265.0,373.0
2015-10-27 11:00:00+00:00,285.0,1573.0,1757.0,410.0,13.0,37.0,191.0,,1583.0,212.0
2015-10-27 12:00:00+00:00,287.0,1475.0,1757.0,452.0,105.0,38.0,194.0,,1793.0,267.0
2015-10-27 13:00:00+00:00,286.0,1508.0,1757.0,443.0,102.0,36.0,195.0,,2133.0,150.0
2015-10-27 14:00:00+00:00,295.0,1602.0,1756.0,579.0,112.0,36.0,180.0,,2185.0,58.0
2015-10-27 15:00:00+00:00,293.0,1582.0,1756.0,582.0,109.0,37.0,149.0,,2248.0,71.0
2015-10-27 16:00:00+00:00,285.0,1717.0,1757.0,566.0,373.0,36.0,84.0,,2243.0,357.0
2015-10-27 17:00:00+00:00,282.0,1738.0,1756.0,437.0,556.0,37.0,7.0,,2401.0,465.0
2015-10-27 18:00:00+00:00,288.0,1848.0,1756.0,560.0,561.0,36.0,0.0,,2491.0,613.0
2015-10-27 19:00:00+00:00,282.0,1738.0,1755.0,560.0,353.0,35.0,0.0,,2563.0,522.0
2015-10-27 20:00:00+00:00,272.0,1557.0,1756.0,424.0,124.0,35.0,0.0,,2646.0,403.0
2015-10-27 21:00:00+00:00,283.0,1456.0,1757.0,485.0,51.0,36.0,0.0,,2697.0,45.0
2015-10-27 22:00:00+00:00,281.0,1083.0,1757.0,470.0,27.0,37.0,0.0,,2633.0,-279.0
2015-10-27 23:00:00+00:00,275.0,705.0,1706.0,482.0,3.0,36.0,0.0,,2732.0,-737.0
2015-10-28 00:00:00+00:00,278.0,415.0,1458.0,473.0,3.0,37.0,0.0,,2799.0,-846.0
2015-10-28 01:00:00+00:00,274.0,402.0,1272.0,467.0,3.0,36.0,0.0,,2896.0,-838.0
2015-10-28 02:00:00+00:00,278.0,404.0,860.0,393.0,4.0,37.0,0.0,,2958.0,-958.0
2015-10-28 03:00:00+00:00,275.0,404.0,780.0,378.0,3.0,37.0,0.0,,2878.0,-734.0
2015-10-28 04:00:00+00:00,268.0,403.0,1105.0,352.0,3.0,37.0,0.0,,2832.0,-635.0
2015-10-28 05:00:00+00:00,271.0,521.0,1375.0,419.0,0.0,37.0,0.0,,2929.0,-668.0
2015-10-28 06:00:00+00:00,271.0,729.0,1636.0,610.0,12.0,36.0,0.0,,2630.0,-399.0
2015-10-28 07:00:00+00:00,270.0,1197.0,1759.0,566.0,15.0,34.0,14.0,,2180.0,-115.0
2015-10-28 08:00:00+00:00,264.0,1348.0,1756.0,364.0,117.0,36.0,86.0,,1942.0,410.0
2015-10-28 09:00:00+00:00,268.0,1626.0,1756.0,355.0,111.0,39.0,141.0,,1679.0,503.0
2015-10-28 10:00:00+00:00,263.0,1628.0,1756.0,458.0,63.0,38.0,181.0,,1667.0,456.0
2015-10-28 11:00:00+00:00,277.0,1640.0,1756.0,437.0,61.0,38.0,189.0,,1650.0,370.0
2015-10-28 12:00:00+00:00,278.0,1545.0,1757.0,607.0,31.0,39.0,191.0,,2019.0,-100.0
2015-10-28 13:00:00+00:00,275.0,1413.0,1756.0,635.0,30.0,37.0,193.0,,2066.0,-191.0
2015-10-28 14:00:00+00:00,270.0,1425.0,1756.0,627.0,33.0,38.0,147.0,,2002.0,-35.0
2015-10-28 15:00:00+00:00,276.0,1528.0,1756.0,646.0,38.0,39.0,130.0,,1858.0,162.0
2015-10-28 16:00:00+00:00,273.0,1646.0,1757.0,346.0,249.0,38.0,64.0,,1862.0,485.0
2015-10-28 17:00:00+00:00,274.0,1613.0,1756.0,340.0,288.0,38.0,4.0,,2058.0,541.0
2015-10-28 18:00:00+00:00,276.0,1611.0,1756.0,474.0,698.0,39.0,0.0,,2318.0,845.0
2015-10-28 19:00:00+00:00,283.0,1560.0,1756.0,539.0,556.0,39.0,0.0,,2519.0,369.0
2015-10-28 20:00:00+00:00,278.0,1607.0,1757.0,583.0,136.0,39.0,0.0,,2548.0,64.0
2015-10-28 21:00:00+00:00,282.0,1481.0,1757.0,512.0,54.0,41.0,0.0,,2629.0,-17.0
2015-10-28 22:00:00+00:00,285.0,1164.0,1756.0,426.0,7.0,38.0,0.0,,2636.0,-564.0
2015-10-28 23:00:00+00:00,287.0,833.0,1681.0,323.0,4.0,38.0,0.0,,2605.0,-863.0
2015-10-29 00:00:00+00:00,289.0,648.0,1360.0,269.0,6.0,39.0,0.0,,2542.0,-923.0
2015-10-29 01:00:00+00:00,287.0,641.0,1355.0,225.0,8.0,38.0,0.0,,2484.0,-909.0
2015-10-29 02:00:00+00:00,287.0,631.0,1281.0,182.0,18.0,37.0,0.0,,2315.0,-992.0
2015-10-29 03:00:00+00:00,287.0,677.0,1460.0,183.0,20.0,39.0,0.0,,2163.0,-884.0
2015-10-29 04:00:00+00:00,289.0,606.0,1413.0,193.0,26.0,39.0,0.0,,2077.0,-764.0
2015-10-29 05:00:00+00:00,282.0,811.0,1748.0,371.0,50.0,39.0,0.0,,1950.0,13.0
2015-10-29 06:00:00+00:00,279.0,1136.0,1761.0,458.0,37.0,37.0,0.0,,1857.0,72.0
2015-10-29 07:00:00+00:00,279.0,1722.0,1759.0,498.0,68.0,38.0,37.0,,1733.0,394.0
2015-10-29 08:00:00+00:00,285.0,1913.0,1757.0,580.0,123.0,39.0,122.0,,1707.0,547.0
2015-10-29 09:00:00+00:00,280.0,1965.0,1756.0,563.0,129.0,40.0,186.0,,1683.0,539.0
2015-10-29 10:00:00+00:00,279.0,1944.0,1753.0,697.0,107.0,40.0,221.0,,1787.0,700.0
2015-10-29 11:00:00+00:00,282.0,1969.0,1754.0,664.0,84.0,41.0,228.0,,1877.0,516.0
2015-10-29 12:00:00+00:00,288.0,1966.0,1754.0,696.0,84.0,41.0,225.0,,1905.0,436.0
2015-10-29 13:00:00+00:00,285.0,2000.0,1755.0,702.0,83.0,41.0,227.0,,1840.0,59.0
2015-10-29 14:00:00+00:00,282.0,2012.0,1755.0,693.0,83.0,41.0,194.0,,1716.0,233.0
2015-10-29 15:00:00+00:00,291.0,1961.0,1756.0,728.0,83.0,41.0,148.0,,1682.0,85.0
2015-10-29 16:00:00+00:00,288.0,1899.0,1755.0,761.0,89.0,40.0,68.0,,1734.0,101.0
2015-10-29 17:00:00+00:00,285.0,1919.0,1755.0,650.0,324.0,41.0,5.0,,1818.0,223.0
2015-10-29 18:00:00+00:00,290.0,2024.0,1756.0,909.0,588.0,40.0,0.0,,1888.0,661.0
2015-10-29 19:00:00+00:00,288.0,1986.0,1755.0,781.0,476.0,40.0,0.0,,1903.0,452.0
2015-10-29 20:00:00+00:00,284.0,1863.0,1756.0,696.0,95.0,38.0,0.0,,2009.0,254.0
