,Fossil Brown coal/Lignite,Hydro Water Reservoir,Other renewable,Solar,Wind Onshore
2019-03-19 05:00:00+00:00,207.41,113.37,0.0,,3.91
2019-03-19 06:00:00+00:00,207.57,219.42,0.0,,8.0
2019-03-19 07:00:00+00:00,207.57,329.42,0.0,,4.95
2019-03-19 08:00:00+00:00,207.41,200.16,0.0,,1.57
2019-03-19 09:00:00+00:00,207.74,119.77,0.0,,2.76
2019-03-19 10:00:00+00:00,207.3,122.27,0.0,,1.01
2019-03-19 11:00:00+00:00,207.79,137.89,0.0,,2.31
2019-03-19 12:00:00+00:00,207.68,124.12,0.0,,3.7
2019-03-19 13:00:00+00:00,207.41,114.01,0.0,,11.6
2019-03-19 14:00:00+00:00,207.9,110.73,0.0,,10.84
2019-03-19 15:00:00+00:00,207.74,113.63,0.0,,11.46
2019-03-19 16:00:00+00:00,207.46,327.98,0.0,,15.28
2019-03-19 17:00:00+00:00,207.46,475.14,0.0,,7.47
2019-03-19 18:00:00+00:00,207.74,508.92,0.0,,0.62
2019-03-19 19:00:00+00:00,207.68,285.78,0.0,,0.04
2019-03-19 20:00:00+00:00,207.9,81.57,0.0,,0.19
2019-03-19 21:00:00+00:00,207.46,58.84,0.0,,1.63
2019-03-19 22:00:00+00:00,207.19,57.21,0.0,,3.03
2019-03-19 23:00:00+00:00,207.63,0.02,0.0,,3.01
2019-03-20 00:00:00+00:00,207.68,0.0,0.0,,3.74
2019-03-20 01:00:00+00:00,207.24,0.0,0.0,,4.08
2019-03-20 02:00:00+00:00,207.9,0.0,0.0,,10.81
2019-03-20 03:00:00+00:00,207.46,0.0,0.0,,36.85
2019-03-20 04:00:00+00:00,207.52,0.61,0.0,,21.29
2019-03-20 05:00:00+00:00,207.13,64.27,0.0,,18.12
2019-03-20 06:00:00+00:00,207.46,145.1,0.0,,19.89
2019-03-20 07:00:00+00:00,206.97,144.86,0.0,,22.85
2019-03-20 08:00:00+00:00,207.96,124.29,0.0,,25.36
2019-03-20 09:00:00+00:00,207.57,114.79,0.0,,25.97
2019-03-20 10:00:00+00:00,207.57,115.18,0.0,,29.87
2019-03-20 11:00:00+00:00,207.02,108.07,0.0,,42.43
2019-03-20 12:00:00+00:00,205.1,113.02,0.0,,39.11
2019-03-20 13:00:00+00:00,207.02,112.28,0.0,,39.44
2019-03-20 14:00:00+00:00,207.19,114.4,0.0,,41.06
2019-03-20 15:00:00+00:00,207.3,107.56,0.0,,46.22
2019-03-20 16:00:00+00:00,207.19,203.61,0.0,,64.98
2019-03-20 17:00:00+00:00,207.63,353.38,0.0,,88.58
2019-03-20 18:00:00+00:00,207.57,355.34,0.0,,93.76
2019-03-20 19:00:00+00:00,207.63,130.21,0.0,,94.63
2019-03-20 20:00:00+00:00,207.68,78.98,0.0,,93.85
2019-03-20 21:00:00+00:00,207.85,22.21,0.0,,91.76
2019-03-20 22:00:00+00:00,207.63,30.49,0.0,,87.33
2019-03-20 23:00:00+00:00,207.79,0.0,0.0,,89.8
2019-03-21 00:00:00+00:00,208.01,0.0,0.0,,87.89
2019-03-21 01:00:00+00:00,207.68,0.0,0.0,,92.45
2019-03-21 02:00:00+00:00,207.96,0.0,0.0,,90.21
2019-03-21 03:00:00+00:00,207.63,0.0,0.0,,93.69
2019-03-21 04:00:00+00:00,207.63,0.13,0.0,,93.6
2019-03-21 05:00:00+00:00,207.79,31.94,0.0,,87.88
2019-03-21 06:00:00+00:00,207.3,108.92,0.0,,87.1
2019-03-21 07:00:00+00:00,207.52,146.89,0.0,,99.28
2019-03-21 08:00:00+00:00,207.35,175.84,0.0,,94.49
2019-03-21 09:00:00+00:00,207.79,195.99,0.0,,78.99
2019-03-21 10:00:00+00:00,207.41,101.57,0.0,,74.18
2019-03-21 11:00:00+00:00,207.63,100.07,0.0,,71.41
2019-03-21 12:00:00+00:00,207.57,97.38,0.0,,73.05
2019-03-21 13:00:00+00:00,207.79,88.49,0.0,,84.04
2019-03-21 14:00:00+00:00,207.46,98.31,0.0,,69.72
2019-03-21 15:00:00+00:00,207.41,117.32,0.0,,46.45
2019-03-21 16:00:00+00:00,207.02,119.53,0.0,,46.91
2019-03-21 17:00:00+00:00,207.24,290.7,0.0,,47.54
2019-03-21 18:00:00+00:00,207.68,377.35,0.0,,43.41
2019-03-21 19:00:00+00:00,207.9,166.46,0.0,,47.19
2019-03-21 20:00:00+00:00,207.35,103.52,0.0,,41.38
2019-03-21 21:00:00+00:00,207.08,77.02,0.0,,33.03
2019-03-21 22:00:00+00:00,207.63,57.03,0.0,,29.85
2019-03-21 23:00:00+00:00,207.52,0.0,0.0,,30.51
2019-03-22 00:00:00+00:00,203.01,0.0,0.0,,25.58
2019-03-22 01:00:00+00:00,207.74,0.0,0.0,,19.52
2019-03-22 02:00:00+00:00,207.68,0.0,0.0,,20.89
2019-03-22 03:00:00+00:00,208.56,0.0,0.0,,17.06
2019-03-22 04:00:00+00:00,207.85,0.46,0.0,,30.76
2019-03-22 05:00:00+00:00,207.24,67.11,0.0,,28.55
2019-03-22 06:00:00+00:00,207.52,126.43,0.0,,31.14
2019-03-22 07:00:00+00:00,207.3,128.09,0.0,,23.45
2019-03-22 08:00:00+00:00,207.24,128.69,0.0,,17.34
2019-03-22 09:00:00+00:00,207.63,118.39,0.0,,29.83
2019-03-22 10:00:00+00:00,205.32,113.64,0.0,,40.41
2019-03-22 11:00:00+00:00,207.85,112.42,0.0,,45.85
2019-03-22 12:00:00+00:00,207.63,88.88,0.0,,28.38
2019-03-22 13:00:00+00:00,207.57,88.75,0.0,,27.46
2019-03-22 14:00:00+00:00,207.74,88.81,0.0,,36.5
2019-03-22 15:00:00+00:00,207.63,113.59,0.0,,45.03
2019-03-22 16:00:00+00:00,207.68,114.14,0.0,,57.52
2019-03-22 17:00:00+00:00,207.46,328.57,0.0,,56.33
2019-03-22 18:00:00+00:00,207.85,363.67,0.0,,60.46
2019-03-22 19:00:00+00:00,207.41,126.61,0.0,,64.75
2019-03-22 20:00:00+00:00,207.52,82.19,0.0,,64.42
2019-03-22 21:00:00+00:00,207.74,57.19,0.0,,46.76
2019-03-22 22:00:00+00:00,207.57,0.02,0.0,,56.5
2019-03-22 23:00:00+00:00,208.07,0.0,0.0,,60.95
2019-03-23 00:00:00+00:00,207.57,0.0,0.0,,52.49
2019-03-23 01:00:00+00:00,207.52,0.0,0.0,,55.77
2019-03-23 02:00:00+00:00,207.96,0.0,0.0,,48.87
2019-03-23 03:00:00+00:00,208.12,0.0,0.0,,43.51
2019-03-23 04:00:00+00:00,207.74,0.0,0.0,,34.88
2019-03-23 05:00:00+00:00,207.63,0.51,0.0,,50.82
2019-03-23 06:00:00+00:00,207.52,65.08,0.0,,41.42
2019-03-23 07:00:00+00:00,208.12,69.14,0.0,,33.94
2019-03-23 08:00:00+00:00,207.85,60.83,0.0,,41.84
2019-03-23 09:00:00+00:00,207.35,67.85,0.0,,39.42
2019-03-23 10:00:00+00:00,207.9,77.48,0.0,,26.75
2019-03-23 11:00:00+00:00,207.52,29.57,0.0,,38.73
2019-03-23 12:00:00+00:00,207.96,28.12,0.0,,47.09
2019-03-23 13:00:00+00:00,207.68,39.17,0.0,,40.1
2019-03-23 14:00:00+00:00,207.41,37.6,0.0,,46.48
2019-03-23 15:00:00+00:00,207.19,27.24,0.0,,51.46
2019-03-23 16:00:00+00:00,206.91,70.19,0.0,,63.61
2019-03-23 17:00:00+00:00,206.97,136.9,0.0,,51.89
2019-03-23 18:00:00+00:00,206.97,136.11,0.0,,42.62
2019-03-23 19:00:00+00:00,207.13,133.65,0.0,,31.85
2019-03-23 20:00:00+00:00,207.46,88.65,0.0,,27.65
2019-03-23 21:00:00+00:00,207.19,25.37,0.0,,38.94
2019-03-23 22:00:00+00:00,207.41,0.0,0.0,,37.31
2019-03-23 23:00:00+00:00,208.07,0.0,0.0,,23.86
2019-03-24 00:00:00+00:00,208.29,0.0,0.0,,12.21
2019-03-24 01:00:00+00:00,207.85,0.0,0.0,,25.15
2019-03-24 02:00:00+00:00,208.12,0.0,0.0,,24.68
2019-03-24 03:00:00+00:00,208.18,0.0,0.0,,29.24
2019-03-24 04:00:00+00:00,208.12,0.0,0.0,,48.99
2019-03-24 05:00:00+00:00,207.57,0.18,0.0,,50.99
2019-03-24 06:00:00+00:00,207.74,64.91,0.0,,53.46
2019-03-24 07:00:00+00:00,206.53,63.14,0.0,,51.48
2019-03-24 08:00:00+00:00,206.53,78.63,0.0,,29.78
2019-03-24 09:00:00+00:00,206.91,68.71,0.0,,14.75
2019-03-24 10:00:00+00:00,207.19,78.8,0.0,,6.02
2019-03-24 11:00:00+00:00,207.35,38.85,0.0,,5.76
2019-03-24 12:00:00+00:00,199.87,61.61,0.0,,5.35
2019-03-24 13:00:00+00:00,207.35,29.69,0.0,,3.27
2019-03-24 14:00:00+00:00,206.75,37.83,0.0,,1.04
2019-03-24 15:00:00+00:00,206.97,28.07,0.0,,0.0
2019-03-24 16:00:00+00:00,206.64,50.28,0.0,,0.0
2019-03-24 17:00:00+00:00,207.02,104.42,0.0,,2.76
2019-03-24 18:00:00+00:00,206.86,218.42,0.0,,3.15
2019-03-24 19:00:00+00:00,207.3,112.87,0.0,,1.88
2019-03-24 20:00:00+00:00,207.24,85.47,0.0,,0.99
2019-03-24 21:00:00+00:00,207.08,27.13,0.0,,0.4
2019-03-24 22:00:00+00:00,207.3,0.0,0.0,,0.0
2019-03-24 23:00:00+00:00,207.57,0.0,0.0,,0.0
2019-03-25 00:00:00+00:00,207.02,0.0,0.0,,0.0
2019-03-25 01:00:00+00:00,207.24,0.0,0.0,,0.0
2019-03-25 02:00:00+00:00,207.74,0.0,0.0,,0.0
2019-03-25 03:00:00+00:00,207.41,0.0,0.0,,0.1
2019-03-25 04:00:00+00:00,207.08,0.19,0.0,,0.81
2019-03-25 05:00:00+00:00,207.19,29.77,0.0,,2.61
2019-03-25 06:00:00+00:00,207.79,112.27,0.0,,4.52
2019-03-25 07:00:00+00:00,207.24,211.18,0.0,,5.81
2019-03-25 08:00:00+00:00,207.35,209.99,0.0,,7.31
2019-03-25 09:00:00+00:00,206.31,161.5,0.0,,5.63
2019-03-25 10:00:00+00:00,206.25,86.5,0.0,,7.82
2019-03-25 11:00:00+00:00,207.57,42.36,0.0,,11.47
2019-03-25 12:00:00+00:00,207.02,37.29,0.0,,14.29
2019-03-25 13:00:00+00:00,205.92,39.81,0.0,,15.63
2019-03-25 14:00:00+00:00,202.84,172.5,0.0,,16.14
2019-03-25 15:00:00+00:00,206.47,162.0,0.0,,17.47
2019-03-25 16:00:00+00:00,207.35,202.85,0.0,,20.01
2019-03-25 17:00:00+00:00,206.75,409.29,0.0,,11.65
2019-03-25 18:00:00+00:00,207.08,424.42,0.0,,5.38
2019-03-25 19:00:00+00:00,207.9,156.31,0.0,,4.88
2019-03-25 20:00:00+00:00,207.35,55.34,0.0,,2.19
2019-03-25 21:00:00+00:00,207.13,29.36,0.0,,0.02
2019-03-25 22:00:00+00:00,206.8,0.0,0.0,,0.03
2019-03-25 23:00:00+00:00,206.86,0.0,0.0,,1.27
2019-03-26 00:00:00+00:00,206.75,0.0,0.0,,18.35
2019-03-26 01:00:00+00:00,207.19,0.0,0.0,,38.13
2019-03-26 02:00:00+00:00,207.3,0.0,0.0,,48.59
2019-03-26 03:00:00+00:00,207.19,0.0,0.0,,49.75
2019-03-26 04:00:00+00:00,206.97,0.48,0.0,,49.8
2019-03-26 05:00:00+00:00,207.52,29.98,0.0,,54.45
2019-03-26 06:00:00+00:00,207.46,103.58,0.0,,61.36
2019-03-26 07:00:00+00:00,207.35,112.35,0.0,,61.92
2019-03-26 08:00:00+00:00,207.35,114.34,0.0,,64.88
2019-03-26 09:00:00+00:00,207.41,76.44,0.0,,67.52
2019-03-26 10:00:00+00:00,207.57,21.14,0.0,,66.66
2019-03-26 11:00:00+00:00,207.96,21.2,0.0,,66.05
2019-03-26 12:00:00+00:00,208.34,22.82,0.0,,63.03
2019-03-26 13:00:00+00:00,207.74,19.92,0.0,,64.07
2019-03-26 14:00:00+00:00,207.46,21.37,0.0,,65.84
2019-03-26 15:00:00+00:00,208.07,68.69,0.0,,65.98
2019-03-26 16:00:00+00:00,206.64,302.6,0.0,,66.3
2019-03-26 17:00:00+00:00,206.42,440.39,0.0,,65.88
2019-03-26 18:00:00+00:00,207.85,467.87,0.0,,63.34
2019-03-26 19:00:00+00:00,207.79,299.39,0.0,,67.82
2019-03-26 20:00:00+00:00,208.23,102.01,0.0,,68.89
2019-03-26 21:00:00+00:00,207.19,28.66,0.0,,68.84
2019-03-26 22:00:00+00:00,207.3,0.0,0.0,,69.25
2019-03-26 23:00:00+00:00,207.13,0.0,0.0,,68.56
2019-03-27 00:00:00+00:00,207.13,0.0,0.0,,67.5
2019-03-27 01:00:00+00:00,207.41,0.0,0.0,,68.38
2019-03-27 02:00:00+00:00,207.68,0.0,0.0,,65.85
2019-03-27 03:00:00+00:00,206.91,0.0,0.0,,67.19
2019-03-27 04:00:00+00:00,205.87,0.21,0.0,,67.49
2019-03-27 05:00:00+00:00,207.02,10.33,0.0,,68.41
2019-03-27 06:00:00+00:00,206.25,93.43,0.0,,67.6
2019-03-27 07:00:00+00:00,209.22,106.5,0.0,,66.74
2019-03-27 08:00:00+00:00,208.4,101.66,0.0,,66.46
2019-03-27 09:00:00+00:00,208.67,69.17,0.0,,63.57
2019-03-27 10:00:00+00:00,207.96,39.58,0.0,,61.56
2019-03-27 11:00:00+00:00,206.97,36.46,0.0,,60.11
2019-03-27 12:00:00+00:00,207.41,42.33,0.0,,54.27
2019-03-27 13:00:00+00:00,207.24,45.39,0.0,,54.8
2019-03-27 14:00:00+00:00,207.19,50.11,0.0,,53.69
2019-03-27 15:00:00+00:00,207.57,41.81,0.0,,60.6
2019-03-27 16:00:00+00:00,206.97,89.38,0.0,,62.14
2019-03-27 17:00:00+00:00,207.24,450.98,0.0,,61.79
2019-03-27 18:00:00+00:00,207.52,466.85,0.0,,60.92
2019-03-27 19:00:00+00:00,208.12,293.06,0.0,,62.7
2019-03-27 20:00:00+00:00,207.79,96.62,0.0,,67.47
2019-03-27 21:00:00+00:00,207.41,42.08,0.0,,68.01
2019-03-27 22:00:00+00:00,208.01,0.0,0.0,,69.68
2019-03-27 23:00:00+00:00,207.96,0.0,0.0,,70.19
2019-03-28 00:00:00+00:00,207.85,0.0,0.0,,69.86
2019-03-28 01:00:00+00:00,207.68,0.0,0.0,,70.01
2019-03-28 02:00:00+00:00,207.9,0.0,0.0,,70.41
2019-03-28 03:00:00+00:00,208.18,0.0,0.0,,70.88
2019-03-28 04:00:00+00:00,207.74,0.35,0.0,,68.85
2019-03-28 05:00:00+00:00,206.91,31.82,0.0,,69.23
2019-03-28 06:00:00+00:00,208.12,40.46,0.0,,70.16
2019-03-28 07:00:00+00:00,206.25,286.99,0.0,,66.99
2019-03-28 08:00:00+00:00,206.42,138.88,0.0,,56.76
2019-03-28 09:00:00+00:00,209.39,70.17,0.0,,49.19
2019-03-28 10:00:00+00:00,207.52,59.53,0.0,,57.98
2019-03-28 11:00:00+00:00,208.56,53.16,0.0,,56.27
2019-03-28 12:00:00+00:00,207.02,54.99,0.0,,52.59
2019-03-28 13:00:00+00:00,206.03,55.34,0.0,,57.77
2019-03-28 14:00:00+00:00,206.58,49.44,0.0,,62.22
2019-03-28 15:00:00+00:00,207.9,117.49,0.0,,65.44
2019-03-28 16:00:00+00:00,208.89,245.38,0.0,,66.48
2019-03-28 17:00:00+00:00,208.29,442.49,0.0,,64.45
2019-03-28 18:00:00+00:00,206.2,472.9,0.0,,60.51
2019-03-28 19:00:00+00:00,202.29,297.83,0.0,,62.11
2019-03-28 20:00:00+00:00,201.52,137.75,0.0,,66.0
2019-03-28 21:00:00+00:00,206.09,47.5,0.0,,68.66
2019-03-28 22:00:00+00:00,206.97,0.0,0.0,,68.1
2019-03-28 23:00:00+00:00,206.2,0.0,0.0,,67.83
2019-03-29 00:00:00+00:00,207.9,0.0,0.0,,69.68
2019-03-29 01:00:00+00:00,208.01,0.0,0.0,,68.21
2019-03-29 02:00:00+00:00,208.4,0.0,0.0,,69.84
2019-03-29 03:00:00+00:00,209.17,0.0,0.0,,68.08
2019-03-29 04:00:00+00:00,208.51,0.02,0.0,,66.18
2019-03-29 05:00:00+00:00,207.96,9.83,0.0,,67.7
2019-03-29 06:00:00+00:00,207.68,37.08,0.0,,69.7
2019-03-29 07:00:00+00:00,206.03,157.58,0.0,,68.56
2019-03-29 08:00:00+00:00,206.69,73.72,0.0,,65.79
2019-03-29 09:00:00+00:00,207.74,52.79,0.0,,60.65
2019-03-29 10:00:00+00:00,209.28,56.98,0.0,,53.84
2019-03-29 11:00:00+00:00,208.78,45.85,0.0,,56.68
2019-03-29 12:00:00+00:00,204.88,46.45,0.0,,58.28
2019-03-29 13:00:00+00:00,207.19,45.58,0.0,,56.5
2019-03-29 14:00:00+00:00,206.42,49.17,0.0,,55.46
2019-03-29 15:00:00+00:00,208.67,58.51,0.0,,59.55
2019-03-29 16:00:00+00:00,206.69,67.21,0.0,,59.27
2019-03-29 17:00:00+00:00,205.7,378.9,0.0,,58.26
2019-03-29 18:00:00+00:00,204.44,384.37,0.0,,50.82
2019-03-29 19:00:00+00:00,203.56,137.97,0.0,,56.74
2019-03-29 20:00:00+00:00,206.2,73.41,0.0,,63.28
2019-03-29 21:00:00+00:00,205.87,62.67,0.0,,69.3
2019-03-29 22:00:00+00:00,206.53,1.53,0.0,,69.2
2019-03-29 23:00:00+00:00,206.2,0.0,0.0,,33.2
2019-03-30 00:00:00+00:00,206.8,0.0,0.0,,30.89
2019-03-30 01:00:00+00:00,206.31,0.0,0.0,,30.54
2019-03-30 02:00:00+00:00,206.69,0.0,0.0,,25.16
2019-03-30 03:00:00+00:00,206.69,0.0,0.0,,21.91
2019-03-30 04:00:00+00:00,205.87,0.0,0.0,,8.81
2019-03-30 05:00:00+00:00,206.25,0.0,0.0,,12.14
2019-03-30 06:00:00+00:00,207.19,65.62,0.0,,25.56
2019-03-30 07:00:00+00:00,206.69,98.68,0.0,,26.78
2019-03-30 08:00:00+00:00,203.45,107.79,0.0,,32.54
2019-03-30 09:00:00+00:00,205.26,127.53,0.0,,34.7
2019-03-30 10:00:00+00:00,203.67,72.57,0.0,,29.55
2019-03-30 11:00:00+00:00,207.46,77.47,0.0,,21.8
2019-03-30 12:00:00+00:00,208.07,87.73,0.0,,16.63
2019-03-30 13:00:00+00:00,204.38,87.07,0.0,,25.58
2019-03-30 14:00:00+00:00,203.78,68.9,0.0,,28.92
2019-03-30 15:00:00+00:00,201.91,66.55,0.0,,34.52
2019-03-30 16:00:00+00:00,198.66,69.0,0.0,,30.72
2019-03-30 17:00:00+00:00,188.16,259.33,0.0,,26.4
2019-03-30 18:00:00+00:00,197.34,313.53,0.0,,28.96
2019-03-30 19:00:00+00:00,205.81,288.43,0.0,,34.22
2019-03-30 20:00:00+00:00,205.87,89.0,0.0,,33.53
2019-03-30 21:00:00+00:00,204.88,12.29,0.0,,21.24
2019-03-30 22:00:00+00:00,207.35,0.0,0.0,,7.95
2019-03-30 23:00:00+00:00,206.09,0.0,0.0,,12.72
2019-03-31 00:00:00+00:00,206.47,0.0,0.0,,5.48
2019-03-31 01:00:00+00:00,209.22,0.0,0.0,,10.05
2019-03-31 02:00:00+00:00,208.29,0.0,0.0,,5.86
2019-03-31 03:00:00+00:00,210.05,0.0,0.0,,10.64
2019-03-31 04:00:00+00:00,210.82,0.0,0.0,,17.84
2019-03-31 05:00:00+00:00,209.44,19.91,0.0,,17.16
2019-03-31 06:00:00+00:00,208.23,55.1,0.0,,11.95
2019-03-31 07:00:00+00:00,208.12,33.59,0.0,,16.57
2019-03-31 08:00:00+00:00,208.51,24.02,0.0,,10.74
2019-03-31 09:00:00+00:00,208.73,34.59,0.0,,7.0
2019-03-31 10:00:00+00:00,207.68,47.59,0.0,,6.27
2019-03-31 11:00:00+00:00,209.66,47.55,0.0,,7.74
2019-03-31 12:00:00+00:00,207.9,31.74,0.0,,10.86
2019-03-31 13:00:00+00:00,191.73,67.3,0.0,,7.54
2019-03-31 14:00:00+00:00,167.15,85.63,0.0,,11.83
2019-03-31 15:00:00+00:00,148.83,85.66,0.0,,19.31
2019-03-31 16:00:00+00:00,133.6,67.46,0.0,,21.73
2019-03-31 17:00:00+00:00,126.67,120.94,0.0,,19.29
2019-03-31 18:00:00+00:00,93.94,185.96,0.0,,21.96
2019-03-31 19:00:00+00:00,77.94,197.62,0.0,,17.85
2019-03-31 20:00:00+00:00,40.26,177.62,0.0,,19.06
2019-03-31 21:00:00+00:00,0.0,161.07,0.0,,15.68
2019-03-31 22:00:00+00:00,0.0,0.0,0.0,,26.83
2019-03-31 23:00:00+00:00,0.0,0.0,0.0,,25.28
2019-04-01 00:00:00+00:00,0.0,0.0,0.0,,29.02
2019-04-01 01:00:00+00:00,0.0,0.0,0.0,,25.89
2019-04-01 02:00:00+00:00,0.0,0.0,0.0,,11.2
2019-04-01 03:00:00+00:00,0.0,0.0,0.0,,5.58
2019-04-01 04:00:00+00:00,0.0,0.21,0.0,,6.27
2019-04-01 05:00:00+00:00,0.0,191.02,0.0,,18.79
2019-04-01 06:00:00+00:00,0.0,189.09,0.0,,43.58
2019-04-01 07:00:00+00:00,0.0,197.8,0.0,,33.33
2019-04-01 08:00:00+00:00,0.0,95.49,0.0,,18.6
2019-04-01 09:00:00+00:00,0.0,95.97,0.0,,15.51
2019-04-01 10:00:00+00:00,0.0,48.88,0.0,,13.45
2019-04-01 11:00:00+00:00,0.0,47.41,0.0,,14.32
2019-04-01 12:00:00+00:00,0.0,49.44,0.0,,10.2
2019-04-01 13:00:00+00:00,0.0,57.4,0.0,,6.72
2019-04-01 14:00:00+00:00,0.0,103.5,0.0,,6.88
2019-04-01 15:00:00+00:00,0.0,129.26,0.0,,9.72
2019-04-01 16:00:00+00:00,0.0,152.03,0.0,,9.36
2019-04-01 17:00:00+00:00,0.0,304.73,0.0,,18.02
2019-04-01 18:00:00+00:00,0.0,187.33,0.0,,21.65
2019-04-01 19:00:00+00:00,0.0,91.01,0.0,,20.79
2019-04-01 20:00:00+00:00,0.0,0.0,0.0,,21.53
2019-04-01 21:00:00+00:00,0.0,0.0,0.0,,15.44
2019-04-01 22:00:00+00:00,0.0,0.0,0.0,,5.38
2019-04-01 23:00:00+00:00,0.0,0.0,0.0,,3.17
2019-04-02 00:00:00+00:00,0.0,0.0,0.0,,1.96
2019-04-02 01:00:00+00:00,0.0,0.0,0.0,,2.74
2019-04-02 02:00:00+00:00,0.0,0.0,0.0,,1.11
2019-04-02 03:00:00+00:00,0.0,0.0,0.0,,0.74
2019-04-02 04:00:00+00:00,0.0,0.25,0.0,,0.26
2019-04-02 05:00:00+00:00,0.0,152.72,0.0,,0.0
2019-04-02 06:00:00+00:00,0.0,231.74,0.0,,0.0
2019-04-02 07:00:00+00:00,0.0,199.11,0.0,,0.0
2019-04-02 08:00:00+00:00,0.0,66.99,0.0,,0.84
2019-04-02 09:00:00+00:00,0.0,31.07,0.0,,4.69
2019-04-02 10:00:00+00:00,0.0,24.21,0.0,,11.58
2019-04-02 11:00:00+00:00,0.0,64.82,0.0,,9.62
2019-04-02 12:00:00+00:00,0.0,33.12,0.0,,7.46
2019-04-02 13:00:00+00:00,0.0,129.45,0.0,,9.11
2019-04-02 14:00:00+00:00,0.0,69.06,0.0,,9.5
2019-04-02 15:00:00+00:00,0.0,43.96,0.0,,4.39
2019-04-02 16:00:00+00:00,0.0,265.34,0.0,,1.52
2019-04-02 17:00:00+00:00,0.0,340.43,0.0,,3.18
2019-04-02 18:00:00+00:00,0.0,381.43,0.0,,0.15
2019-04-02 19:00:00+00:00,0.0,310.77,0.0,,0.0
2019-04-02 20:00:00+00:00,0.0,253.15,0.0,,0.0
2019-04-02 21:00:00+00:00,0.0,118.5,0.0,,0.76
2019-04-02 22:00:00+00:00,0.0,0.0,0.0,,0.46
2019-04-02 23:00:00+00:00,0.0,0.0,0.0,,1.25
2019-04-03 00:00:00+00:00,0.0,0.0,0.0,,2.69
2019-04-03 01:00:00+00:00,0.0,0.0,0.0,,2.34
2019-04-03 02:00:00+00:00,0.0,0.0,0.0,,4.57
2019-04-03 03:00:00+00:00,0.0,0.0,0.0,,5.49
2019-04-03 04:00:00+00:00,0.0,2.32,0.0,,3.71
2019-04-03 05:00:00+00:00,0.0,374.4,0.0,,4.06
2019-04-03 06:00:00+00:00,0.0,391.06,0.0,,5.25
2019-04-03 07:00:00+00:00,0.0,375.52,0.0,,9.52
2019-04-03 08:00:00+00:00,0.0,223.13,0.0,,15.08
2019-04-03 09:00:00+00:00,0.0,110.32,0.0,,15.23
2019-04-03 10:00:00+00:00,0.0,140.39,0.0,,17.11
2019-04-03 11:00:00+00:00,0.0,132.07,0.0,,11.19
2019-04-03 12:00:00+00:00,0.0,110.1,0.0,,10.35
2019-04-03 13:00:00+00:00,0.0,110.67,0.0,,13.17
2019-04-03 14:00:00+00:00,0.0,78.52,0.0,,12.54
2019-04-03 15:00:00+00:00,0.0,79.51,0.0,,11.12
2019-04-03 16:00:00+00:00,0.0,155.76,0.0,,8.65
2019-04-03 17:00:00+00:00,0.0,419.41,0.0,,6.62
2019-04-03 18:00:00+00:00,0.0,464.43,0.0,,1.65
2019-04-03 19:00:00+00:00,0.0,79.88,0.0,,2.0
2019-04-03 20:00:00+00:00,0.0,0.0,0.0,,4.42
2019-04-03 21:00:00+00:00,0.0,0.0,0.0,,6.11
2019-04-03 22:00:00+00:00,0.0,0.0,0.0,,8.32
2019-04-03 23:00:00+00:00,0.0,0.0,0.0,,12.13
2019-04-04 00:00:00+00:00,0.0,0.0,0.0,,12.11
2019-04-04 01:00:00+00:00,0.0,0.0,0.0,,10.79
2019-04-04 02:00:00+00:00,0.0,0.0,0.0,,8.83
2019-04-04 03:00:00+00:00,0.0,0.14,0.0,,9.64
2019-04-04 04:00:00+00:00,0.0,126.58,0.0,,15.63
2019-04-04 05:00:00+00:00,0.0,528.35,0.0,,14.19
2019-04-04 06:00:00+00:00,0.0,525.89,0.0,,22.97
2019-04-04 07:00:00+00:00,0.0,344.97,0.0,,25.94
2019-04-04 08:00:00+00:00,0.0,233.05,0.0,,28.79
2019-04-04 09:00:00+00:00,0.0,189.76,0.0,,29.29
2019-04-04 10:00:00+00:00,0.0,218.84,0.0,,28.63
2019-04-04 11:00:00+00:00,0.0,220.85,0.0,,24.06
2019-04-04 12:00:00+00:00,0.0,219.82,0.0,,19.5
2019-04-04 13:00:00+00:00,0.0,59.06,0.0,,24.19
2019-04-04 14:00:00+00:00,0.0,44.57,0.0,,31.88
2019-04-04 15:00:00+00:00,0.0,119.97,0.0,,28.5
2019-04-04 16:00:00+00:00,0.0,141.12,0.0,,26.38
2019-04-04 17:00:00+00:00,0.0,401.88,0.0,,28.28
2019-04-04 18:00:00+00:00,0.0,370.24,0.0,,21.66
2019-04-04 19:00:00+00:00,0.0,129.67,0.0,,29.98
2019-04-04 20:00:00+00:00,0.0,0.0,0.0,,32.64
2019-04-04 21:00:00+00:00,0.0,0.0,0.0,,33.86
2019-04-04 22:00:00+00:00,0.0,0.0,0.0,,33.18
2019-04-04 23:00:00+00:00,0.0,0.0,0.0,,34.04
2019-04-05 00:00:00+00:00,0.0,0.0,0.0,,32.44
2019-04-05 01:00:00+00:00,0.0,0.0,0.0,,32.27
2019-04-05 02:00:00+00:00,0.0,0.0,0.0,,30.69
2019-04-05 03:00:00+00:00,0.0,0.48,0.0,,32.14
2019-04-05 04:00:00+00:00,0.0,42.85,0.0,,32.22
2019-04-05 05:00:00+00:00,0.0,102.77,0.0,,32.32
2019-04-05 06:00:00+00:00,0.0,139.55,0.0,,34.6
