,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2022-02-19 05:00:00+00:00,79.0,440.0,199.1,0.0,0.0,83.7,188.5,44.0,0.0,4.0,342.5,-3.3
2022-02-19 06:00:00+00:00,78.0,440.6,194.7,0.0,0.0,102.8,256.1,45.0,1.0,4.0,348.8,-3.4
2022-02-19 07:00:00+00:00,77.0,441.5,191.0,0.0,0.0,125.9,353.0,45.0,6.0,4.0,345.3,81.4
2022-02-19 08:00:00+00:00,78.0,441.3,192.2,0.0,0.0,126.7,329.2,46.0,10.0,4.0,370.5,81.9
2022-02-19 09:00:00+00:00,78.0,442.2,191.3,0.0,0.0,127.8,382.5,46.0,11.0,4.0,294.3,121.5
2022-02-19 10:00:00+00:00,78.0,442.6,189.7,0.0,0.0,127.4,431.9,46.0,14.0,4.0,225.8,135.4
2022-02-19 11:00:00+00:00,78.0,443.9,188.3,0.0,0.0,110.2,417.1,46.0,12.0,4.0,215.3,135.4
2022-02-19 12:00:00+00:00,78.0,445.0,194.1,0.0,0.0,112.8,472.5,46.0,9.0,4.0,177.8,4.0
2022-02-19 13:00:00+00:00,78.0,445.4,200.6,0.0,0.0,116.5,428.9,46.0,7.0,4.0,150.2,-3.4
2022-02-19 14:00:00+00:00,78.0,445.4,198.9,0.0,0.0,115.3,426.1,46.0,4.0,4.0,142.2,-3.4
2022-02-19 15:00:00+00:00,78.0,445.9,196.9,0.0,0.0,115.3,444.4,46.0,2.0,4.0,167.3,89.2
2022-02-19 16:00:00+00:00,78.0,445.9,196.1,0.0,0.0,150.2,508.1,46.0,0.0,4.0,134.1,104.2
2022-02-19 17:00:00+00:00,78.0,446.5,196.6,0.0,0.0,145.9,532.0,46.0,0.0,4.0,158.1,203.0
2022-02-19 18:00:00+00:00,78.0,446.6,198.5,0.0,0.0,136.1,546.1,46.0,0.0,4.0,140.8,202.2
2022-02-19 19:00:00+00:00,78.0,446.3,199.6,0.0,0.0,138.8,466.4,46.0,0.0,4.0,176.1,200.20000000000002
2022-02-19 20:00:00+00:00,78.0,446.7,200.1,0.0,0.0,139.8,405.4,45.0,0.0,4.0,194.1,95.1
2022-02-19 21:00:00+00:00,78.0,445.2,199.9,0.0,0.0,122.2,411.6,44.0,0.0,4.0,165.0,-6.6
2022-02-19 22:00:00+00:00,78.0,445.2,199.6,0.0,0.0,118.3,229.2,44.0,0.0,4.0,158.2,-6.3
2022-02-19 23:00:00+00:00,78.0,445.5,197.1,0.0,0.0,114.7,98.4,44.0,0.0,4.0,152.3,-6.3
2022-02-20 00:00:00+00:00,78.0,445.9,200.5,0.0,0.0,96.5,91.2,44.0,0.0,4.0,159.8,-4.9
2022-02-20 01:00:00+00:00,78.0,446.1,198.9,0.0,0.0,96.4,46.2,44.0,0.0,4.0,180.8,-3.4
2022-02-20 02:00:00+00:00,78.0,446.1,198.7,0.0,0.0,96.3,37.2,44.0,0.0,4.0,176.2,-3.4
2022-02-20 03:00:00+00:00,78.0,446.4,200.1,0.0,0.0,96.2,33.8,44.0,0.0,4.0,156.4,-3.4
2022-02-20 04:00:00+00:00,78.0,444.8,200.6,0.0,0.0,96.2,122.3,44.0,0.0,4.0,158.9,-3.4
2022-02-20 05:00:00+00:00,78.0,445.1,200.6,0.0,0.0,96.2,153.9,44.0,0.0,4.0,224.2,-3.3
2022-02-20 06:00:00+00:00,78.0,444.7,201.3,0.0,0.0,113.8,205.8,45.0,1.0,4.0,197.4,-3.4
2022-02-20 07:00:00+00:00,77.0,445.1,199.4,0.0,0.0,135.4,307.1,45.0,7.0,4.0,119.0,-3.4
2022-02-20 08:00:00+00:00,78.0,445.5,197.6,0.0,0.0,149.7,316.8,45.0,16.0,4.0,107.7,-3.4
2022-02-20 09:00:00+00:00,78.0,445.7,197.5,0.0,0.0,150.2,329.5,46.0,27.0,4.0,104.0,-3.3
2022-02-20 10:00:00+00:00,78.0,445.5,198.4,0.0,0.0,148.2,268.1,46.0,31.0,4.0,27.3,-4.1
2022-02-20 11:00:00+00:00,78.0,445.8,199.2,0.0,0.0,138.1,237.9,46.0,31.0,4.0,27.5,-6.4
2022-02-20 12:00:00+00:00,78.0,446.1,201.3,0.0,0.0,138.4,256.1,46.0,27.0,4.0,34.9,-4.6
2022-02-20 13:00:00+00:00,78.0,446.0,199.2,0.0,0.0,135.0,256.8,46.0,22.0,4.0,48.3,-3.2
2022-02-20 14:00:00+00:00,78.0,445.8,197.3,0.0,0.0,132.0,239.4,46.0,13.0,4.0,50.4,-3.3
2022-02-20 15:00:00+00:00,78.0,445.5,197.8,0.0,0.0,137.4,226.4,46.0,5.0,4.0,92.4,-3.2
2022-02-20 16:00:00+00:00,78.0,445.4,199.2,0.0,0.0,157.7,450.1,46.0,0.0,4.0,83.5,-3.2
2022-02-20 17:00:00+00:00,78.0,445.7,199.2,0.0,0.0,156.5,564.1,46.0,0.0,4.0,37.7,101.9
2022-02-20 18:00:00+00:00,78.0,445.8,198.9,0.0,0.0,154.6,566.8,46.0,0.0,4.0,21.3,111.3
2022-02-20 19:00:00+00:00,78.0,445.4,199.6,0.0,0.0,158.1,548.5,46.0,0.0,4.0,29.6,111.2
2022-02-20 20:00:00+00:00,78.0,445.8,198.5,0.0,0.0,144.0,436.3,45.0,0.0,4.0,45.1,111.3
2022-02-20 21:00:00+00:00,78.0,446.4,197.8,0.0,0.0,128.3,428.4,45.0,0.0,4.0,62.3,92.6
2022-02-20 22:00:00+00:00,78.0,447.3,196.9,0.0,0.0,123.5,236.2,44.0,0.0,4.0,66.7,-3.3
2022-02-20 23:00:00+00:00,79.0,447.3,196.1,0.0,0.0,111.7,72.3,45.0,0.0,4.0,67.8,-128.5
2022-02-21 00:00:00+00:00,79.0,447.3,196.8,0.0,0.0,109.7,78.7,45.0,0.0,4.0,68.7,-128.8
2022-02-21 01:00:00+00:00,79.0,446.8,200.1,0.0,0.0,87.1,63.8,45.0,0.0,4.0,84.3,-128.9
2022-02-21 02:00:00+00:00,79.0,446.8,198.7,0.0,0.0,86.8,54.5,45.0,0.0,4.0,87.0,-128.6
2022-02-21 03:00:00+00:00,79.0,405.8,198.0,0.0,0.0,86.8,78.4,45.0,0.0,4.0,134.9,-127.7
2022-02-21 04:00:00+00:00,79.0,395.4,197.1,0.0,0.0,87.8,166.9,45.0,0.0,4.0,180.6,-3.3
2022-02-21 05:00:00+00:00,79.0,399.9,199.4,0.0,0.0,120.7,407.0,45.0,0.0,4.0,260.1,43.3
2022-02-21 06:00:00+00:00,78.0,485.9,199.9,0.0,0.0,125.0,362.9,46.0,1.0,4.0,282.5,80.4
2022-02-21 07:00:00+00:00,78.0,492.3,199.9,0.0,0.0,144.3,467.6,46.0,5.0,4.0,331.0,80.4
2022-02-21 08:00:00+00:00,79.0,491.0,199.8,0.0,0.0,149.4,494.1,46.0,10.0,4.0,333.7,80.6
2022-02-21 09:00:00+00:00,79.0,490.7,200.1,0.0,0.0,147.6,438.5,46.0,14.0,4.0,353.5,130.2
2022-02-21 10:00:00+00:00,79.0,488.0,199.6,0.0,0.0,148.2,439.6,46.0,16.0,4.0,290.7,129.6
2022-02-21 11:00:00+00:00,79.0,468.1,199.4,0.0,0.0,130.0,439.8,46.0,15.0,4.0,296.8,80.4
2022-02-21 12:00:00+00:00,79.0,473.1,122.0,0.0,0.0,147.6,442.9,46.0,11.0,4.0,328.1,82.6
2022-02-21 13:00:00+00:00,79.0,488.7,0.0,0.0,0.0,152.7,544.4,47.0,7.0,4.0,334.9,130.2
2022-02-21 14:00:00+00:00,79.0,488.3,0.0,0.0,0.0,153.9,558.0,46.0,4.0,4.0,223.9,247.0
2022-02-21 15:00:00+00:00,79.0,491.0,0.0,0.0,0.0,153.3,636.2,47.0,2.0,4.0,136.8,251.2
2022-02-21 16:00:00+00:00,79.0,492.2,0.0,0.0,0.0,152.5,670.2,47.0,0.0,4.0,90.9,250.6
2022-02-21 17:00:00+00:00,79.0,493.2,0.0,0.0,0.0,154.7,668.1,47.0,0.0,4.0,97.4,243.7
2022-02-21 18:00:00+00:00,79.0,493.3,0.0,0.0,0.0,157.7,647.4,47.0,0.0,4.0,209.7,241.8
2022-02-21 19:00:00+00:00,79.0,494.0,0.0,0.0,0.0,155.7,661.9,47.0,0.0,4.0,224.0,241.8
2022-02-21 20:00:00+00:00,79.0,495.1,0.0,0.0,0.0,143.7,570.9,46.0,0.0,4.0,388.8,137.1
2022-02-21 21:00:00+00:00,79.0,496.5,38.7,0.0,0.0,143.4,408.1,46.0,0.0,4.0,491.5,69.8
2022-02-21 22:00:00+00:00,79.0,493.6,91.0,0.0,0.0,131.6,334.4,45.0,0.0,4.0,497.4,-3.2
2022-02-21 23:00:00+00:00,78.0,448.7,85.4,0.0,0.0,114.8,307.3,44.0,0.0,4.0,548.6,-3.2
2022-02-22 00:00:00+00:00,78.0,448.8,99.8,0.0,0.0,114.4,173.8,44.0,0.0,4.0,655.1,-3.2
2022-02-22 01:00:00+00:00,78.0,447.5,102.4,0.0,0.0,113.5,143.7,44.0,0.0,4.0,666.4,-3.2
2022-02-22 02:00:00+00:00,78.0,448.0,103.7,0.0,0.0,113.8,160.2,44.0,0.0,4.0,697.3,-3.2
2022-02-22 03:00:00+00:00,78.0,448.0,103.0,0.0,0.0,119.4,160.2,44.0,0.0,4.0,663.4,-3.2
2022-02-22 04:00:00+00:00,78.0,447.1,100.8,0.0,0.0,123.0,239.5,44.0,0.0,4.0,600.7,-3.3
2022-02-22 05:00:00+00:00,78.0,448.5,101.7,0.0,0.0,125.7,372.0,44.0,0.0,4.0,620.3,82.6
2022-02-22 06:00:00+00:00,78.0,494.3,100.7,0.0,0.0,142.5,478.7,45.0,3.0,4.0,662.6,210.6
2022-02-22 07:00:00+00:00,78.0,494.5,104.4,0.0,0.0,139.1,507.2,45.0,14.0,4.0,639.5,226.4
2022-02-22 08:00:00+00:00,79.0,461.9,122.8,0.0,0.0,139.9,573.8,45.0,27.0,4.0,651.0,184.4
2022-02-22 09:00:00+00:00,79.0,322.3,168.1,0.0,0.0,136.5,581.7,45.0,35.0,4.0,668.7,212.9
2022-02-22 10:00:00+00:00,79.0,303.9,192.5,0.0,0.0,131.2,605.5,45.0,39.0,4.0,679.2,124.8
2022-02-22 11:00:00+00:00,79.0,304.0,197.6,0.0,0.0,129.0,606.1,45.0,37.0,4.0,692.2,104.6
2022-02-22 12:00:00+00:00,79.0,303.2,196.6,0.0,0.0,127.3,590.0,45.0,32.0,4.0,710.7,104.6
2022-02-22 13:00:00+00:00,79.0,303.5,199.4,0.0,0.0,127.2,531.6,45.0,26.0,4.0,718.8,104.7
2022-02-22 14:00:00+00:00,79.0,303.9,198.9,0.0,0.0,126.8,592.9,45.0,17.0,4.0,666.0,104.6
2022-02-22 15:00:00+00:00,79.0,304.6,199.6,0.0,0.0,126.3,598.8,45.0,6.0,4.0,702.7,104.6
2022-02-22 16:00:00+00:00,79.0,309.1,198.2,0.0,0.0,124.6,617.0,45.0,0.0,4.0,707.8,131.7
2022-02-22 17:00:00+00:00,79.0,338.9,199.2,0.0,0.0,126.2,727.5,45.0,0.0,4.0,658.7,132.4
2022-02-22 18:00:00+00:00,79.0,371.2,198.5,0.0,0.0,129.0,743.1,45.0,0.0,4.0,641.8,132.3
2022-02-22 19:00:00+00:00,79.0,405.2,196.2,0.0,0.0,130.2,701.3,45.0,0.0,4.0,624.4,132.4
2022-02-22 20:00:00+00:00,79.0,478.5,197.8,0.0,0.0,128.1,545.4,44.0,0.0,4.0,645.0,130.9
2022-02-22 21:00:00+00:00,79.0,446.5,199.4,0.0,0.0,121.1,388.5,44.0,0.0,4.0,609.4,-3.0
2022-02-22 22:00:00+00:00,79.0,446.5,199.6,0.0,0.0,117.6,281.8,44.0,0.0,4.0,544.5,-3.3
2022-02-22 23:00:00+00:00,78.0,474.7,200.1,0.0,0.0,115.2,132.9,45.0,0.0,4.0,460.2,-98.2
2022-02-23 00:00:00+00:00,78.0,496.0,198.5,0.0,0.0,116.5,146.4,45.0,0.0,4.0,457.4,-244.3
2022-02-23 01:00:00+00:00,78.0,473.0,197.5,0.0,0.0,111.0,117.9,45.0,0.0,4.0,386.0,-244.2
2022-02-23 02:00:00+00:00,78.0,472.7,200.1,0.0,0.0,110.8,103.9,45.0,0.0,4.0,338.4,-244.2
2022-02-23 03:00:00+00:00,78.0,496.8,200.3,0.0,0.0,110.8,94.8,44.0,0.0,4.0,394.5,-223.3
2022-02-23 04:00:00+00:00,78.0,495.7,199.6,0.0,0.0,110.3,208.0,44.0,0.0,4.0,371.3,-13.8
2022-02-23 05:00:00+00:00,78.0,495.9,199.4,0.0,0.0,103.9,496.7,44.0,0.0,4.0,318.3,-3.6
2022-02-23 06:00:00+00:00,78.0,495.9,199.9,0.0,0.0,123.3,648.7,45.0,4.0,4.0,261.2,187.5
2022-02-23 07:00:00+00:00,78.0,495.7,199.2,0.0,0.0,123.1,686.8,45.0,11.0,4.0,245.9,192.2
2022-02-23 08:00:00+00:00,79.0,494.2,197.3,0.0,0.0,119.4,656.1,45.0,20.0,4.0,225.5,181.4
2022-02-23 09:00:00+00:00,79.0,492.6,195.0,0.0,0.0,99.3,641.7,45.0,30.0,4.0,256.0,169.1
2022-02-23 10:00:00+00:00,79.0,492.3,197.8,0.0,0.0,99.5,524.9,45.0,37.0,4.0,291.0,-5.6
2022-02-23 11:00:00+00:00,79.0,492.3,200.8,0.0,0.0,99.7,469.2,45.0,39.0,4.0,347.5,-6.4
2022-02-23 12:00:00+00:00,79.0,491.4,200.6,0.0,0.0,107.7,456.9,45.0,37.0,4.0,397.9,-3.3
2022-02-23 13:00:00+00:00,79.0,491.0,198.7,0.0,0.0,98.2,462.8,45.0,31.0,4.0,468.0,-3.2
2022-02-23 14:00:00+00:00,79.0,491.6,196.2,0.0,0.0,102.5,488.6,46.0,20.0,4.0,424.9,-3.2
2022-02-23 15:00:00+00:00,79.0,491.6,195.0,0.0,0.0,117.7,527.4,46.0,7.0,4.0,398.4,18.299999999999997
2022-02-23 16:00:00+00:00,79.0,492.7,196.2,0.0,0.0,117.6,635.5,46.0,0.0,4.0,304.6,163.5
2022-02-23 17:00:00+00:00,79.0,493.2,196.6,0.0,0.0,126.2,704.2,46.0,0.0,4.0,249.2,230.3
2022-02-23 18:00:00+00:00,79.0,495.6,197.3,0.0,0.0,125.9,703.0,46.0,0.0,4.0,226.0,240.6
2022-02-23 19:00:00+00:00,79.0,491.5,196.8,0.0,0.0,117.2,709.2,46.0,0.0,4.0,201.5,226.1
2022-02-23 20:00:00+00:00,79.0,446.7,198.9,0.0,0.0,116.8,427.9,45.0,0.0,4.0,228.2,105.8
2022-02-23 21:00:00+00:00,79.0,447.4,199.1,0.0,0.0,116.3,392.2,45.0,0.0,4.0,242.9,87.0
2022-02-23 22:00:00+00:00,79.0,449.4,199.6,0.0,0.0,115.2,423.0,45.0,0.0,4.0,208.0,-3.2
2022-02-23 23:00:00+00:00,78.0,450.8,199.4,0.0,0.0,82.0,142.8,46.0,0.0,4.0,181.4,-3.3
2022-02-24 00:00:00+00:00,78.0,448.5,199.9,0.0,0.0,57.5,111.8,46.0,0.0,4.0,187.7,-3.2
2022-02-24 01:00:00+00:00,78.0,448.8,199.9,0.0,0.0,56.8,109.5,46.0,0.0,4.0,140.0,-3.2
2022-02-24 02:00:00+00:00,78.0,447.9,200.5,0.0,0.0,56.8,115.6,46.0,0.0,4.0,120.6,-3.3
2022-02-24 03:00:00+00:00,78.0,447.6,199.4,0.0,0.0,56.9,118.2,46.0,0.0,4.0,150.6,-3.2
2022-02-24 04:00:00+00:00,78.0,448.7,198.9,0.0,0.0,57.0,266.1,45.0,0.0,4.0,96.9,-3.3
2022-02-24 05:00:00+00:00,78.0,466.6,199.1,0.0,0.0,95.4,600.4,45.0,0.0,4.0,102.3,166.3
2022-02-24 06:00:00+00:00,78.0,495.3,198.0,0.0,0.0,117.5,650.5,46.0,7.0,4.0,97.4,201.0
2022-02-24 07:00:00+00:00,78.0,495.0,197.3,0.0,0.0,118.0,627.1,46.0,19.0,3.0,73.2,201.0
2022-02-24 08:00:00+00:00,78.0,495.3,198.5,0.0,0.0,117.6,591.7,45.0,30.0,3.0,58.6,201.0
2022-02-24 09:00:00+00:00,79.0,491.5,201.2,0.0,0.0,117.6,520.9,45.0,39.0,3.0,44.0,102.6
2022-02-24 10:00:00+00:00,79.0,491.2,199.1,0.0,0.0,117.4,504.1,45.0,41.0,3.0,40.3,83.8
2022-02-24 11:00:00+00:00,79.0,489.7,197.6,0.0,0.0,109.5,508.1,45.0,40.0,4.0,42.8,82.4
2022-02-24 12:00:00+00:00,79.0,488.2,197.8,0.0,0.0,109.2,516.1,45.0,37.0,4.0,57.2,82.5
2022-02-24 13:00:00+00:00,79.0,487.8,198.0,0.0,0.0,108.0,519.9,46.0,30.0,4.0,95.4,82.4
2022-02-24 14:00:00+00:00,79.0,486.8,196.4,0.0,0.0,99.4,573.6,46.0,20.0,4.0,106.4,82.3
2022-02-24 15:00:00+00:00,79.0,486.7,194.8,0.0,0.0,99.4,654.4,46.0,7.0,4.0,103.7,82.4
2022-02-24 16:00:00+00:00,79.0,488.7,195.7,0.0,0.0,99.8,641.3,47.0,0.0,4.0,70.7,198.5
2022-02-24 17:00:00+00:00,79.0,490.4,200.5,0.0,0.0,115.1,756.1,47.0,0.0,4.0,25.8,201.1
2022-02-24 18:00:00+00:00,79.0,493.0,200.1,0.0,0.0,115.0,725.1,47.0,0.0,4.0,18.9,201.8
2022-02-24 19:00:00+00:00,79.0,492.6,199.8,0.0,0.0,115.0,721.1,47.0,0.0,4.0,30.8,201.5
2022-02-24 20:00:00+00:00,79.0,489.2,199.4,0.0,0.0,109.1,511.3,46.0,0.0,4.0,45.5,182.2
2022-02-24 21:00:00+00:00,79.0,445.6,199.8,0.0,0.0,112.5,370.3,46.0,0.0,4.0,54.4,182.1
2022-02-24 22:00:00+00:00,79.0,446.8,199.2,0.0,0.0,109.2,369.4,46.0,0.0,4.0,58.8,143.3
2022-02-24 23:00:00+00:00,78.0,446.8,196.8,0.0,0.0,59.8,102.4,45.0,0.0,4.0,52.4,-6.7
2022-02-25 00:00:00+00:00,78.0,447.2,197.1,0.0,0.0,45.3,92.8,45.0,0.0,4.0,47.9,-6.5
2022-02-25 01:00:00+00:00,78.0,447.7,198.7,0.0,0.0,44.5,85.9,45.0,0.0,4.0,50.4,-6.5
2022-02-25 02:00:00+00:00,78.0,447.7,199.6,0.0,0.0,44.6,98.4,45.0,0.0,4.0,42.9,-6.5
2022-02-25 03:00:00+00:00,78.0,446.9,200.3,0.0,0.0,44.4,103.4,45.0,0.0,4.0,27.8,-6.6
2022-02-25 04:00:00+00:00,78.0,446.9,199.1,0.0,0.0,44.6,206.1,45.0,0.0,4.0,13.3,-6.0
2022-02-25 05:00:00+00:00,78.0,466.8,199.4,0.0,0.0,89.7,483.2,45.0,0.0,4.0,10.4,199.1
2022-02-25 06:00:00+00:00,78.0,495.3,199.9,0.0,0.0,111.8,625.9,46.0,4.0,4.0,9.5,202.9
2022-02-25 07:00:00+00:00,78.0,495.8,199.6,0.0,0.0,117.6,710.4,46.0,10.0,4.0,4.5,164.4
2022-02-25 08:00:00+00:00,79.0,495.6,199.4,0.0,0.0,118.5,720.5,46.0,16.0,4.0,6.8,162.2
2022-02-25 09:00:00+00:00,79.0,495.2,199.6,0.0,0.0,118.3,678.7,46.0,19.0,4.0,5.0,78.9
2022-02-25 10:00:00+00:00,79.0,494.2,199.1,0.0,0.0,102.4,591.8,45.0,21.0,4.0,14.6,81.0
2022-02-25 11:00:00+00:00,79.0,493.7,198.2,0.0,0.0,102.2,540.3,45.0,19.0,4.0,37.0,0.2
2022-02-25 12:00:00+00:00,79.0,494.3,198.5,0.0,0.0,101.4,541.9,45.0,16.0,4.0,66.2,0.0
2022-02-25 13:00:00+00:00,79.0,495.4,198.2,0.0,0.0,99.1,544.9,45.0,11.0,4.0,97.8,0.0
2022-02-25 14:00:00+00:00,79.0,495.6,198.2,0.0,0.0,98.8,515.0,45.0,8.0,4.0,132.8,118.6
2022-02-25 15:00:00+00:00,79.0,496.7,199.4,0.0,0.0,111.1,606.6,45.0,3.0,4.0,132.3,162.6
2022-02-25 16:00:00+00:00,79.0,496.9,198.9,0.0,0.0,111.8,710.1,45.0,0.0,4.0,138.0,162.5
2022-02-25 17:00:00+00:00,79.0,495.7,198.2,0.0,0.0,111.8,740.7,45.0,0.0,4.0,153.9,248.9
2022-02-25 18:00:00+00:00,79.0,495.9,199.1,0.0,0.0,111.3,704.8,45.0,0.0,4.0,311.9,257.2
2022-02-25 19:00:00+00:00,79.0,496.8,200.8,0.0,0.0,110.7,692.0,45.0,0.0,4.0,466.3,132.8
2022-02-25 20:00:00+00:00,79.0,492.0,199.9,0.0,0.0,111.8,685.9,45.0,0.0,4.0,517.0,18.6
2022-02-25 21:00:00+00:00,79.0,369.8,197.8,0.0,0.0,105.7,607.0,45.0,0.0,4.0,574.0,-3.2
2022-02-25 22:00:00+00:00,79.0,365.1,199.1,0.0,0.0,93.1,376.6,45.0,0.0,4.0,623.9,-3.1
2022-02-25 23:00:00+00:00,79.0,364.0,198.9,0.0,0.0,65.8,59.9,46.0,0.0,4.0,644.5,-3.2
2022-02-26 00:00:00+00:00,79.0,364.6,198.9,0.0,0.0,46.7,51.2,46.0,0.0,4.0,660.7,-4.1
2022-02-26 01:00:00+00:00,79.0,364.0,199.1,0.0,0.0,46.7,40.7,46.0,0.0,4.0,681.8,-126.7
2022-02-26 02:00:00+00:00,79.0,364.8,199.6,0.0,0.0,46.7,54.2,46.0,0.0,4.0,679.3,-73.3
2022-02-26 03:00:00+00:00,79.0,364.3,199.4,0.0,0.0,46.8,44.7,46.0,0.0,4.0,691.3,-3.2
2022-02-26 04:00:00+00:00,79.0,361.6,199.1,0.0,0.0,47.4,43.1,46.0,0.0,4.0,708.7,-3.3
2022-02-26 05:00:00+00:00,79.0,370.2,198.4,0.0,0.0,82.9,212.2,46.0,0.0,4.0,693.9,-3.1
2022-02-26 06:00:00+00:00,78.0,370.3,197.1,0.0,0.0,89.1,358.6,47.0,2.0,4.0,689.7,-3.2
2022-02-26 07:00:00+00:00,78.0,367.4,195.2,0.0,0.0,105.8,499.4,47.0,7.0,0.0,672.7,-3.2
2022-02-26 08:00:00+00:00,78.0,360.9,197.5,0.0,0.0,100.8,507.2,47.0,14.0,0.0,655.6,-3.2
2022-02-26 09:00:00+00:00,78.0,361.1,199.2,0.0,0.0,88.3,469.0,47.0,19.0,2.0,577.3,-3.2
2022-02-26 10:00:00+00:00,78.0,361.2,199.4,0.0,0.0,88.3,450.9,47.0,20.0,4.0,527.8,-3.2
2022-02-26 11:00:00+00:00,78.0,360.3,199.9,0.0,0.0,88.3,446.1,46.0,19.0,4.0,565.4,-3.2
2022-02-26 12:00:00+00:00,78.0,359.8,199.8,0.0,0.0,88.3,418.2,46.0,18.0,4.0,573.6,-3.1
2022-02-26 13:00:00+00:00,78.0,360.3,200.1,0.0,0.0,88.2,442.8,46.0,14.0,4.0,576.2,-3.2
2022-02-26 14:00:00+00:00,78.0,359.9,200.1,0.0,0.0,104.0,452.1,46.0,10.0,4.0,537.4,-3.2
2022-02-26 15:00:00+00:00,78.0,359.4,200.1,0.0,0.0,101.2,563.0,46.0,4.0,4.0,510.7,-3.2
2022-02-26 16:00:00+00:00,78.0,359.7,198.9,0.0,0.0,99.0,609.8,46.0,0.0,4.0,485.3,76.9
2022-02-26 17:00:00+00:00,78.0,359.9,197.8,0.0,0.0,101.3,737.3,46.0,0.0,4.0,468.2,100.5
2022-02-26 18:00:00+00:00,78.0,360.3,197.5,0.0,0.0,102.5,737.1,46.0,0.0,4.0,442.9,100.2
2022-02-26 19:00:00+00:00,79.0,359.9,197.8,0.0,0.0,103.7,691.2,46.0,0.0,4.0,470.9,80.3
2022-02-26 20:00:00+00:00,79.0,360.3,198.0,0.0,0.0,99.4,663.6,45.0,0.0,4.0,459.1,-3.0
2022-02-26 21:00:00+00:00,79.0,361.6,199.2,0.0,0.0,94.0,450.1,46.0,0.0,4.0,469.2,-3.2
2022-02-26 22:00:00+00:00,79.0,362.4,198.5,0.0,0.0,94.0,271.5,46.0,0.0,4.0,498.3,-3.2
2022-02-26 23:00:00+00:00,76.0,362.7,198.7,0.0,0.0,70.6,34.1,44.0,0.0,4.0,480.7,-4.1
2022-02-27 00:00:00+00:00,76.0,363.5,199.8,0.0,0.0,48.5,30.3,44.0,0.0,4.0,507.0,-225.9
2022-02-27 01:00:00+00:00,76.0,363.7,198.0,0.0,0.0,48.5,48.7,44.0,0.0,4.0,497.7,-244.8
2022-02-27 02:00:00+00:00,76.0,363.5,198.4,0.0,0.0,48.5,43.5,45.0,0.0,4.0,536.5,-244.6
2022-02-27 03:00:00+00:00,76.0,362.7,200.1,0.0,0.0,48.4,42.4,45.0,0.0,4.0,575.6,-244.3
2022-02-27 04:00:00+00:00,76.0,362.6,200.5,0.0,0.0,49.1,59.0,45.0,0.0,4.0,583.3,-223.4
2022-02-27 05:00:00+00:00,75.0,380.5,200.5,0.0,0.0,67.5,75.6,45.0,0.0,4.0,560.9,-3.5
2022-02-27 06:00:00+00:00,75.0,380.7,200.5,0.0,0.0,86.5,184.4,46.0,1.0,4.0,558.4,-3.1
2022-02-27 07:00:00+00:00,75.0,366.1,198.9,0.0,0.0,98.5,332.7,46.0,3.0,4.0,603.2,-3.2
2022-02-27 08:00:00+00:00,75.0,367.9,198.5,0.0,0.0,98.4,367.4,46.0,9.0,4.0,613.9,-3.1
2022-02-27 09:00:00+00:00,76.0,366.9,198.0,0.0,0.0,97.8,331.1,46.0,12.0,4.0,636.1,-3.2
2022-02-27 10:00:00+00:00,76.0,366.0,198.5,0.0,0.0,97.4,271.7,46.0,15.0,4.0,643.6,-3.2
2022-02-27 11:00:00+00:00,76.0,363.7,198.9,0.0,0.0,81.8,333.6,46.0,15.0,4.0,649.7,-3.2
2022-02-27 12:00:00+00:00,76.0,363.0,200.1,0.0,0.0,81.4,266.8,46.0,14.0,4.0,654.9,-3.2
2022-02-27 13:00:00+00:00,76.0,363.7,199.9,0.0,0.0,81.5,290.1,46.0,12.0,4.0,648.7,-3.2
2022-02-27 14:00:00+00:00,76.0,363.4,199.4,0.0,0.0,81.6,259.3,46.0,7.0,4.0,674.1,-3.1
2022-02-27 15:00:00+00:00,76.0,363.5,196.2,0.0,0.0,81.6,395.9,46.0,3.0,4.0,644.1,-3.2
2022-02-27 16:00:00+00:00,76.0,363.9,196.4,0.0,0.0,91.4,474.4,45.0,0.0,4.0,656.5,-3.1
2022-02-27 17:00:00+00:00,76.0,363.1,198.4,0.0,0.0,91.5,634.8,45.0,0.0,4.0,642.0,-3.2
2022-02-27 18:00:00+00:00,76.0,360.7,199.2,0.0,0.0,97.2,635.4,45.0,0.0,4.0,668.8,-3.1
2022-02-27 19:00:00+00:00,76.0,360.9,197.3,0.0,0.0,97.1,631.1,45.0,0.0,4.0,657.6,-3.2
2022-02-27 20:00:00+00:00,76.0,359.9,199.6,0.0,0.0,96.1,596.8,44.0,0.0,4.0,668.0,-3.2
2022-02-27 21:00:00+00:00,76.0,361.6,199.8,0.0,0.0,87.3,433.6,44.0,0.0,4.0,642.1,-3.1
2022-02-27 22:00:00+00:00,76.0,362.6,199.6,0.0,0.0,87.2,245.6,44.0,0.0,4.0,614.5,-3.9
2022-02-27 23:00:00+00:00,76.0,362.3,200.3,0.0,0.0,74.7,71.0,44.0,0.0,4.0,632.1,-225.0
